School Name;School Code;Subject;M+E #;M+E %;E #;E %;M #;M %;PM #;PM %;NM #;NM %;No. of Students Included;Avg. Scaled Score;SGP;Included In SGP;Ach. PCTL;year ;grade;student_group
Berlin-Boylston - Tahanto Regional High;06200505;MATH;           7;50;           1;7;           6;43;           6;43;           1;7;          14;     503.4;;          13;92;2019;ALL;title 1
Beverly - Ayers/Ryal Side School;00300055;ELA;         100;55;          13;7;          87;48;          71;39;          11;6;         182;     501.9;          31.7;          91;79;2019;ALL;title 1
Beverly - Ayers/Ryal Side School;00300055;MATH;         101;56;          12;7;          89;49;          67;37;          13;7;         181;     502.0;          31.8;          91;89;2019;ALL;title 1
Beverly - Centerville Elementary;00300010;ELA;          74;59;          22;18;          52;42;          39;31;          12;10;         125;     506.5;          61.4;          64;92;2019;ALL;title 1
Beverly - Centerville Elementary;00300010;MATH;          66;52;          11;9;          55;44;          43;34;          17;13;         126;     499.2;          66.0;          65;80;2019;ALL;title 1
Beverly - Cove Elementary;00300015;ELA;         102;69;          17;11;          85;57;          35;24;          11;7;         148;     511.2;          54.5;          67;97;2019;ALL;title 1
Beverly - Cove Elementary;00300015;MATH;         105;71;          32;22;          73;49;          34;23;           9;6;         148;     512.6;          68.9;          67;98;2019;ALL;title 1
Billerica - Eugene C Vining;00310030;ELA;          10;38;           1;4;           9;35;          15;58;           1;4;          26;     494.5;;          18;47;2019;ALL;title 1
Billerica - Eugene C Vining;00310030;MATH;           8;31;           0;0;           8;31;          17;65;           1;4;          26;     491.0;;          18;45;2019;ALL;title 1
Billerica - Frederick J Dutile;00310007;ELA;           7;29;           0;0;           7;29;          14;58;           3;13;          24;     492.1;;          19;35;2019;ALL;title 1
Billerica - Frederick J Dutile;00310007;MATH;          10;42;           2;8;           8;33;          12;50;           2;8;          24;     498.5;;          19;78;2019;ALL;title 1
Billerica - Hajjar Elementary;00310026;ELA;           5;23;           0;0;           5;23;          15;68;           2;9;          22;     488.6;;          16;23;2019;ALL;title 1
Billerica - Hajjar Elementary;00310026;MATH;           4;18;           0;0;           4;18;          11;50;           7;32;          22;     481.6;;          16;12;2019;ALL;title 1
Billerica - Marshall Middle School;00310305;ELA;          17;33;           0;0;          17;33;          27;53;           7;14;          51;     489.4;          51.0;          51;24;2019;ALL;title 1
Billerica - Marshall Middle School;00310305;MATH;          10;20;           2;4;           8;16;          38;75;           3;6;          51;     488.8;          49.7;          51;36;2019;ALL;title 1
Billerica - Parker;00310015;ELA;           7;25;           0;0;           7;25;          17;61;           4;14;          28;     489.9;          54.0;          20;27;2019;ALL;title 1
Billerica - Parker;00310015;MATH;           1;4;           0;0;           1;4;          20;71;           7;25;          28;     479.1;          42.8;          20;8;2019;ALL;title 1
Billerica - Parker;00310015;SCI;           2;18;           0;0;           2;18;           8;73;           1;9;          11;     482.7;;;23;2019;ALL;title 1
Billerica - Thomas Ditson;00310005;ELA;          15;45;           1;3;          14;42;          16;48;           2;6;          33;     498.2;          50.6;          25;64;2019;ALL;title 1
Billerica - Thomas Ditson;00310005;MATH;           6;18;           0;0;           6;18;          26;79;           1;3;          33;     490.3;          48.2;          25;42;2019;ALL;title 1
Billerica - Thomas Ditson;00310005;SCI;           3;23;           0;0;           3;23;           6;46;           4;31;          13;     481.2;;;18;2019;ALL;title 1
Blackstone-Millville - A F Maloney;06220015;ELA;          10;56;           1;6;           9;50;           8;44;           0;0;          18;     502.8;;          17;83;2019;ALL;title 1
Blackstone-Millville - A F Maloney;06220015;MATH;          10;56;           0;0;          10;56;           8;44;           0;0;          18;     501.1;;          17;86;2019;ALL;title 1
Blackstone-Millville - A F Maloney;06220015;SCI;           9;50;           0;0;           9;50;           9;50;           0;0;          18;     502.6;;;90;2019;ALL;title 1
Blackstone-Millville - Frederick W. Hartnett Middle School;06220405;ELA;          18;19;           1;1;          17;18;          60;64;          16;17;          94;     485.1;          51.3;          92;12;2019;ALL;title 1
Blackstone-Millville - Frederick W. Hartnett Middle School;06220405;MATH;           6;6;           0;0;           6;6;          69;73;          19;20;          94;     480.9;          47.6;          92;11;2019;ALL;title 1
Blackstone-Millville - Frederick W. Hartnett Middle School;06220405;SCI;           5;14;           0;0;           5;14;          24;65;           8;22;          37;     482.8;;;24;2019;ALL;title 1
Blackstone-Millville - Millville Elementary;06220010;ELA;           3;14;           0;0;           3;14;          17;77;           2;9;          22;     486.7;;          13;17;2019;ALL;title 1
Blackstone-Millville - Millville Elementary;06220010;MATH;           3;14;           0;0;           3;14;          15;68;           4;18;          22;     485.0;;          13;21;2019;ALL;title 1
Boston - Adams Elementary School;00350302;ELA;          34;34;           8;8;          26;26;          50;51;          15;15;          99;     497.2;          52.8;          52;60;2019;ALL;title 1
Boston - Adams Elementary School;00350302;MATH;          35;35;           2;2;          33;33;          40;40;          24;24;          99;     491.7;          49.0;          52;49;2019;ALL;title 1
Boston - Adams Elementary School;00350302;SCI;           3;18;           0;0;           3;18;           7;41;           7;41;          17;     477.5;;;12;2019;ALL;title 1
Boston - Alighieri Dante Montessori School;00350066;ELA;          11;39;           2;7;           9;32;          15;54;           2;7;          28;     496.4;;          17;56;2019;ALL;title 1
Boston - Alighieri Dante Montessori School;00350066;MATH;          11;39;           1;4;          10;36;          12;43;           5;18;          28;     491.9;;          17;50;2019;ALL;title 1
Boston - Bates Elementary School;00350278;ELA;          31;28;           6;5;          25;23;          64;58;          15;14;         110;     493.5;          46.1;          78;41;2019;ALL;title 1
Boston - Bates Elementary School;00350278;MATH;          38;35;           1;1;          37;34;          57;52;          15;14;         110;     492.6;          50.9;          78;53;2019;ALL;title 1
Boston - Bates Elementary School;00350278;SCI;          11;28;           2;5;           9;23;          23;58;           6;15;          40;     489.5;;;45;2019;ALL;title 1
Boston - Blackstone Elementary School;00350390;ELA;          42;20;           1;0;          41;19;         111;53;          58;27;         211;     483.3;          34.7;         127;9;2019;ALL;title 1
Boston - Blackstone Elementary School;00350390;MATH;          40;19;           2;1;          38;18;         108;51;          65;31;         213;     482.6;          46.7;         129;14;2019;ALL;title 1
Boston - Blackstone Elementary School;00350390;SCI;          14;19;           1;1;          13;17;          33;44;          28;37;          75;     478.4;;;13;2019;ALL;title 1
Boston - Boston Latin Academy;00350545;ELA;         392;69;          62;11;         330;58;         167;30;           6;1;         565;     508.8;          41.9;         507;95;2019;ALL;title 1
Boston - Boston Latin Academy;00350545;MATH;         414;73;          24;4;         390;69;         150;27;           1;0;         565;     508.3;          41.8;         506;97;2019;ALL;title 1
Boston - Boston Latin Academy;00350545;SCI;         124;43;           9;3;         115;40;         154;53;          10;3;         288;     499.0;;;80;2019;ALL;title 1
Boston - Boston Latin School;00350560;ELA;         686;85;         171;21;         515;64;         117;15;           1;0;         804;     517.2;          42.3;         675;99;2019;ALL;title 1
Boston - Boston Latin School;00350560;MATH;         738;91;         193;24;         545;67;          69;9;           1;0;         808;     518.9;          34.3;         679;99;2019;ALL;title 1
Boston - Boston Latin School;00350560;SCI;         320;79;          51;13;         269;67;          82;20;           2;0;         404;     512.8;;;98;2019;ALL;title 1
Boston - Boston Teachers Union K-8 Pilot;00350012;ELA;          77;45;          12;7;          65;38;          72;42;          24;14;         173;     499.6;          46.6;         137;70;2019;ALL;title 1
Boston - Boston Teachers Union K-8 Pilot;00350012;MATH;          90;52;          20;12;          70;40;          60;35;          23;13;         173;     502.6;          58.6;         137;91;2019;ALL;title 1
