School Name;School Code;Subject;M+E #;M+E %;E #;E %;M #;M %;PM #;PM %;NM #;NM %;No. of Students Included;Avg. Scaled Score;SGP;Included In SGP;Ach. PCTL;year;grade;student_group
Ashburnham-Westminster - Westminster Elementary;06100005;ELA;          65;47;           5;4;          60;43;          67;49;           6;4;         138;     500.4;          44.1;          86;29;2019;ALL;female
Ashburnham-Westminster - Westminster Elementary;06100005;MATH;          60;43;           3;2;          57;41;          73;53;           5;4;         138;     498.1;          54.5;          86;44;2019;ALL;female
Ashburnham-Westminster - Westminster Elementary;06100005;SCI;          22;46;           2;4;          20;42;          24;50;           2;4;          48;     500.8;;;53;2019;ALL;female
Ashland - Ashland Middle;00140405;ELA;         242;82;          94;32;         148;50;          48;16;           6;2;         296;     519.5;          71.3;         290;93;2019;ALL;female
Ashland - Ashland Middle;00140405;MATH;         220;75;          68;23;         152;52;          67;23;           8;3;         295;     513.7;          67.4;         289;93;2019;ALL;female
Ashland - Ashland Middle;00140405;SCI;          65;71;          19;21;          46;51;          24;26;           2;2;          91;     511.8;;;89;2019;ALL;female
Ashland - David Mindess;00140015;ELA;         207;67;          34;11;         173;56;          96;31;           7;2;         310;     507.4;          51.7;         209;55;2019;ALL;female
Ashland - David Mindess;00140015;MATH;         163;53;          18;6;         145;47;         132;43;          15;5;         310;     501.8;          58.1;         210;60;2019;ALL;female
Ashland - David Mindess;00140015;SCI;          68;64;           7;7;          61;57;          32;30;           7;7;         107;     504.7;;;68;2019;ALL;female
Athol-Royalston - Athol Community Elementary School;06150020;ELA;          39;48;           7;9;          32;39;          34;41;           9;11;          82;     498.0;          39.6;          34;23;2019;ALL;female
Athol-Royalston - Athol Community Elementary School;06150020;MATH;          26;32;           3;4;          23;28;          40;49;          16;20;          82;     490.1;          27.3;          34;18;2019;ALL;female
Athol-Royalston - Athol-Royalston Middle School;06150305;ELA;          69;37;           9;5;          60;32;          91;49;          27;14;         187;     493.7;          48.3;         180;12;2019;ALL;female
