School Name;School Code;Subject;M+E #;M+E %;E #;E %;M #;M %;PM #;PM %;NM #;NM %;No. of Students Included;Avg. Scaled Score;SGP;Included In SGP;Ach. PCTL;year;grade;student_group
Amherst - Wildwood Elementary;00080050;SCI;           1;8;           0;0;           1;8;           2;17;           9;75;          12;     464.8;;;;2019;ALL;students with disabilities
Amherst-Pelham - Amherst Regional Middle School;06050405;ELA;           7;8;           0;0;           7;8;          31;35;          50;57;          88;     470.8;          33.5;          80;10;2019;ALL;students with disabilities
Amherst-Pelham - Amherst Regional Middle School;06050405;MATH;           5;6;           1;1;           4;5;          37;43;          45;52;          87;     470.2;          28.1;          79;13;2019;ALL;students with disabilities
Amherst-Pelham - Amherst Regional Middle School;06050405;SCI;           5;12;           0;0;           5;12;          18;42;          20;47;          43;     476.1;;;33;2019;ALL;students with disabilities
Andover - Andover West Middle;00090310;ELA;          17;18;           2;2;          15;16;          56;58;          23;24;          96;     486.9;          54.2;          87;63;2019;ALL;students with disabilities
Andover - Andover West Middle;00090310;MATH;          24;25;           1;1;          23;24;          46;48;          26;27;          96;     488.1;          43.6;          87;75;2019;ALL;students with disabilities
Andover - Andover West Middle;00090310;SCI;           8;32;           0;0;           8;32;          13;52;           4;16;          25;     490.9;;;80;2019;ALL;students with disabilities
Andover - Bancroft Elementary;00090003;ELA;          19;32;           0;0;          19;32;          33;56;           7;12;          59;     489.0;          49.7;          36;70;2019;ALL;students with disabilities
Andover - Bancroft Elementary;00090003;MATH;          15;25;           2;3;          13;22;          31;52;          14;23;          60;     486.0;          62.4;          36;68;2019;ALL;students with disabilities
Andover - Bancroft Elementary;00090003;SCI;           6;33;           1;6;           5;28;           9;50;           3;17;          18;     487.6;;;68;2019;ALL;students with disabilities
Andover - Doherty Middle;00090305;ELA;          28;22;           1;1;          27;21;          87;67;          14;11;         129;     487.3;          46.6;         126;64;2019;ALL;students with disabilities
Andover - Doherty Middle;00090305;MATH;          16;13;           3;2;          13;10;          81;63;          31;24;         128;     482.7;          46.4;         125;56;2019;ALL;students with disabilities
Andover - Doherty Middle;00090305;SCI;          13;29;           0;0;          13;29;          29;64;           3;7;          45;     491.9;;;83;2019;ALL;students with disabilities
Andover - Henry C Sanborn Elementary;00090010;ELA;          15;35;           3;7;          12;28;          26;60;           2;5;          43;     497.7;          46.3;          30;93;2019;ALL;students with disabilities
Andover - Henry C Sanborn Elementary;00090010;MATH;          17;40;           0;0;          17;40;          23;53;           3;7;          43;     494.8;          59.3;          30;92;2019;ALL;students with disabilities
Andover - Henry C Sanborn Elementary;00090010;SCI;           8;50;           1;6;           7;44;           4;25;           4;25;          16;     489.6;;;76;2019;ALL;students with disabilities
Andover - High Plain Elementary;00090004;ELA;          31;52;           5;8;          26;43;          25;42;           4;7;          60;     501.4;          58.1;          43;97;2019;ALL;students with disabilities
Andover - High Plain Elementary;00090004;MATH;          27;44;           1;2;          26;43;          32;52;           2;3;          61;     498.4;          67.1;          44;95;2019;ALL;students with disabilities
Andover - High Plain Elementary;00090004;SCI;          10;50;           2;10;           8;40;          10;50;           0;0;          20;     504.3;;;98;2019;ALL;students with disabilities
Andover - South Elementary;00090020;ELA;          21;50;           6;14;          15;36;          21;50;           0;0;          42;     503.8;          40.1;          20;98;2019;ALL;students with disabilities
Andover - South Elementary;00090020;MATH;          21;50;           2;5;          19;45;          18;43;           3;7;          42;     500.1;          67.5;          20;96;2019;ALL;students with disabilities
Andover - South Elementary;00090020;SCI;           8;73;           2;18;           6;55;           3;27;           0;0;          11;     508.4;;;99;2019;ALL;students with disabilities
Andover - West Elementary;00090025;ELA;          29;36;           2;3;          27;34;          41;51;          10;13;          80;     495.8;          50.8;          44;89;2019;ALL;students with disabilities
Andover - West Elementary;00090025;MATH;          20;25;           4;5;          16;20;          45;56;          15;19;          80;     493.8;          65.5;          44;90;2019;ALL;students with disabilities
Andover - West Elementary;00090025;SCI;           9;39;           1;4;           8;35;          10;43;           4;17;          23;     500.5;;;95;2019;ALL;students with disabilities
Andover - Wood Hill Middle School;00090350;ELA;          24;26;           3;3;          21;23;          44;48;          24;26;          92;     485.8;          43.9;          87;58;2019;ALL;students with disabilities
Andover - Wood Hill Middle School;00090350;MATH;          27;29;           4;4;          23;25;          49;53;          16;17;          92;     488.8;          46.0;          87;76;2019;ALL;students with disabilities
Andover - Wood Hill Middle School;00090350;SCI;           6;24;           0;0;           6;24;          14;56;           5;20;          25;     488.1;;;70;2019;ALL;students with disabilities
Argosy Collegiate Charter School (District) - Argosy Collegiate Charter School;35090305;ELA;           2;3;           0;0;           2;3;          24;41;          33;56;          59;     466.8;          37.4;          48;5;2019;ALL;students with disabilities
Argosy Collegiate Charter School (District) - Argosy Collegiate Charter School;35090305;MATH;           6;10;           0;0;           6;10;          32;54;          21;36;          59;     474.5;          46.1;          48;26;2019;ALL;students with disabilities
Argosy Collegiate Charter School (District) - Argosy Collegiate Charter School;35090305;SCI;           0;0;           0;0;           0;0;           4;24;          13;76;          17;     464.7;;;7;2019;ALL;students with disabilities
Arlington - Brackett;00100010;ELA;          13;35;           2;5;          11;30;          16;43;           8;22;          37;     497.3;          52.3;          24;92;2019;ALL;students with disabilities
Arlington - Brackett;00100010;MATH;          15;41;           1;3;          14;38;          15;41;           7;19;          37;     497.0;          54.0;          24;94;2019;ALL;students with disabilities
Arlington - Brackett;00100010;SCI;           6;50;           1;8;           5;42;           3;25;           3;25;          12;     501.6;;;96;2019;ALL;students with disabilities
Arlington - Cyrus E Dallin;00100025;ELA;          18;41;           0;0;          18;41;          23;52;           3;7;          44;     494.8;          46.1;          33;87;2019;ALL;students with disabilities
Arlington - Cyrus E Dallin;00100025;MATH;          16;36;           2;5;          14;32;          24;55;           4;9;          44;     493.6;          47.9;          33;89;2019;ALL;students with disabilities
Arlington - Cyrus E Dallin;00100025;SCI;           7;41;           0;0;           7;41;           9;53;           1;6;          17;     494.2;;;87;2019;ALL;students with disabilities
Arlington - Gibbs School;00100305;ELA;          25;34;           2;3;          23;32;          30;41;          18;25;          73;     488.4;          41.9;          70;69;2019;ALL;students with disabilities
Arlington - Gibbs School;00100305;MATH;          21;28;           4;5;          17;23;          43;58;          10;14;          74;     491.6;          51.7;          72;85;2019;ALL;students with disabilities
Arlington - Hardy;00100030;ELA;          13;38;           1;3;          12;35;          20;59;           1;3;          34;     496.3;;          19;90;2019;ALL;students with disabilities
Arlington - Hardy;00100030;MATH;           8;24;           1;3;           7;21;          22;65;           4;12;          34;     488.3;;          19;75;2019;ALL;students with disabilities
Arlington - John A Bishop;00100005;ELA;           8;28;           0;0;           8;28;          20;69;           1;3;          29;     492.8;;          18;82;2019;ALL;students with disabilities
Arlington - John A Bishop;00100005;MATH;           6;21;           1;4;           5;18;          19;68;           3;11;          28;     488.5;;          18;76;2019;ALL;students with disabilities
Arlington - M Norcross Stratton;00100055;ELA;          12;26;           0;0;          12;26;          24;51;          11;23;          47;     489.6;          55.6;          25;72;2019;ALL;students with disabilities
Arlington - M Norcross Stratton;00100055;MATH;           9;19;           1;2;           8;17;          25;53;          13;28;          47;     484.6;          58.1;          25;63;2019;ALL;students with disabilities
Arlington - M Norcross Stratton;00100055;SCI;           3;23;           0;0;           3;23;           4;31;           6;46;          13;     480.2;;;45;2019;ALL;students with disabilities
Arlington - Ottoson Middle;00100410;ELA;          46;32;           4;3;          42;29;          79;54;          21;14;         146;     490.9;          49.5;         141;77;2019;ALL;students with disabilities
Arlington - Ottoson Middle;00100410;MATH;          54;37;           8;5;          46;31;          73;50;          20;14;         147;     493.3;          57.0;         139;89;2019;ALL;students with disabilities
Arlington - Ottoson Middle;00100410;SCI;          28;38;           5;7;          23;32;          34;47;          11;15;          73;     495.3;;;89;2019;ALL;students with disabilities
Arlington - Peirce;00100045;ELA;           8;31;           1;4;           7;27;          16;62;           2;8;          26;     492.8;;          19;82;2019;ALL;students with disabilities
Arlington - Peirce;00100045;MATH;          11;42;           2;8;           9;35;          12;46;           3;12;          26;     495.4;;          19;93;2019;ALL;students with disabilities
Arlington - Peirce;00100045;SCI;           3;25;           1;8;           2;17;           8;67;           1;8;          12;     491.7;;;82;2019;ALL;students with disabilities
Arlington - Thompson;00100050;ELA;          14;33;           3;7;          11;26;          24;56;           5;12;          43;     492.9;          48.2;          24;83;2019;ALL;students with disabilities
Arlington - Thompson;00100050;MATH;          15;35;           2;5;          13;30;          20;47;           8;19;          43;     488.8;          51.6;          24;76;2019;ALL;students with disabilities
Arlington - Thompson;00100050;SCI;           7;47;           2;13;           5;33;           3;20;           5;33;          15;     494.6;;;88;2019;ALL;students with disabilities
Ashburnham-Westminster - Briggs Elementary;06100025;ELA;          19;29;           1;2;          18;28;          43;66;           3;5;          65;     494.1;          42.9;          44;85;2019;ALL;students with disabilities
Ashburnham-Westminster - Briggs Elementary;06100025;MATH;          19;29;           1;2;          18;28;          35;54;          11;17;          65;     488.0;          35.3;          44;74;2019;ALL;students with disabilities
Ashburnham-Westminster - Briggs Elementary;06100025;SCI;           5;26;           0;0;           5;26;          11;58;           3;16;          19;     489.1;;;74;2019;ALL;students with disabilities
Ashburnham-Westminster - Overlook Middle School;06100305;ELA;          12;11;           1;1;          11;10;          68;62;          30;27;         110;     481.9;          48.1;         105;44;2019;ALL;students with disabilities
Ashburnham-Westminster - Overlook Middle School;06100305;MATH;          17;15;           1;1;          16;15;          70;64;          23;21;         110;     482.4;          49.5;         105;55;2019;ALL;students with disabilities
Ashburnham-Westminster - Overlook Middle School;06100305;SCI;           6;18;           1;3;           5;15;          21;64;           6;18;          33;     487.4;;;68;2019;ALL;students with disabilities
Ashburnham-Westminster - Westminster Elementary;06100005;ELA;           6;13;           0;0;           6;13;          27;59;          13;28;          46;     482.5;          44.0;          32;47;2019;ALL;students with disabilities
Ashburnham-Westminster - Westminster Elementary;06100005;MATH;          10;22;           2;4;           8;17;          25;54;          11;24;          46;     486.5;          60.8;          32;70;2019;ALL;students with disabilities
Ashburnham-Westminster - Westminster Elementary;06100005;SCI;           2;9;           0;0;           2;9;          18;82;           2;9;          22;     488.5;;;71;2019;ALL;students with disabilities
Ashland - Ashland Middle;00140405;ELA;          31;30;           1;1;          30;29;          55;52;          19;18;         105;     489.8;          62.7;          98;73;2019;ALL;students with disabilities
Ashland - Ashland Middle;00140405;MATH;          31;30;           3;3;          28;27;          48;46;          25;24;         104;     488.5;          53.1;          97;76;2019;ALL;students with disabilities
Ashland - Ashland Middle;00140405;SCI;           8;26;           0;0;           8;26;          17;55;           6;19;          31;     488.9;;;73;2019;ALL;students with disabilities
Ashland - David Mindess;00140015;ELA;          27;21;           0;0;          27;21;          82;65;          18;14;         127;     487.7;          46.3;          90;66;2019;ALL;students with disabilities
Ashland - David Mindess;00140015;MATH;          18;14;           2;2;          16;13;          78;61;          31;24;         127;     482.1;          49.6;          89;54;2019;ALL;students with disabilities
Ashland - David Mindess;00140015;SCI;          11;22;           1;2;          10;20;          30;59;          10;20;          51;     487.2;;;67;2019;ALL;students with disabilities
Athol-Royalston - Athol Community Elementary School;06150020;ELA;           8;14;           0;0;           8;14;          34;60;          15;26;          57;     480.2;          51.8;          24;38;2019;ALL;students with disabilities
Athol-Royalston - Athol Community Elementary School;06150020;MATH;           7;12;           1;2;           6;10;          27;47;          24;41;          58;     474.8;          28.3;          24;27;2019;ALL;students with disabilities
Athol-Royalston - Athol-Royalston Middle School;06150305;ELA;           9;9;           2;2;           7;7;          41;43;          46;48;          96;     473.9;          45.7;          88;17;2019;ALL;students with disabilities
Athol-Royalston - Athol-Royalston Middle School;06150305;MATH;           9;9;           0;0;           9;9;          46;47;          42;43;          97;     474.6;          44.3;          89;26;2019;ALL;students with disabilities
Athol-Royalston - Athol-Royalston Middle School;06150305;SCI;           6;14;           0;0;           6;14;          18;43;          18;43;          42;     475.8;;;32;2019;ALL;students with disabilities
Athol-Royalston - Royalston Community School;06150050;ELA;           2;17;           0;0;           2;17;          10;83;           0;0;          12;     488.4;;           7;69;2019;ALL;students with disabilities
Athol-Royalston - Royalston Community School;06150050;MATH;           2;17;           0;0;           2;17;           7;58;           3;25;          12;     481.9;;           7;53;2019;ALL;students with disabilities
Atlantis Charter (District) - Atlantis Charter School;04910550;ELA;           6;6;           0;0;           6;6;          58;59;          34;35;          98;     477.1;          37.6;          84;27;2019;ALL;students with disabilities
Atlantis Charter (District) - Atlantis Charter School;04910550;MATH;           5;5;           1;1;           4;4;          55;57;          37;38;          97;     474.3;          35.8;          83;26;2019;ALL;students with disabilities
Atlantis Charter (District) - Atlantis Charter School;04910550;SCI;           3;9;           0;0;           3;9;          18;51;          14;40;          35;     476.0;;;33;2019;ALL;students with disabilities
Attleboro - A. Irvin Studley Elementary School;00160001;ELA;           4;12;           0;0;           4;12;          18;55;          11;33;          33;     475.9;;           8;22;2019;ALL;students with disabilities
Attleboro - A. Irvin Studley Elementary School;00160001;MATH;           4;12;           0;0;           4;12;          16;48;          13;39;          33;     475.0;;           9;27;2019;ALL;students with disabilities
Attleboro - Cyril K. Brennan Middle School;00160315;ELA;          10;11;           1;1;           9;10;          37;41;          43;48;          90;     479.7;          45.8;          64;37;2019;ALL;students with disabilities
Attleboro - Cyril K. Brennan Middle School;00160315;MATH;          13;15;           3;3;          10;11;          30;34;          46;52;          89;     479.9;          44.6;          62;47;2019;ALL;students with disabilities
Attleboro - Cyril K. Brennan Middle School;00160315;SCI;           3;7;           0;0;           3;7;          17;39;          24;55;          44;     478.1;;;38;2019;ALL;students with disabilities
Attleboro - Hill-Roberts Elementary School;00160045;ELA;           2;8;           0;0;           2;8;          17;65;           7;27;          26;     482.0;;           9;44;2019;ALL;students with disabilities
Attleboro - Hill-Roberts Elementary School;00160045;MATH;           5;19;           0;0;           5;19;          12;46;           9;35;          26;     478.6;;           9;41;2019;ALL;students with disabilities
Attleboro - Hyman Fine Elementary School;00160040;ELA;          12;43;           2;7;          10;36;          13;46;           3;11;          28;     502.2;;           8;97;2019;ALL;students with disabilities
Attleboro - Hyman Fine Elementary School;00160040;MATH;          10;36;           5;18;           5;18;          13;46;           5;18;          28;     494.2;;           8;91;2019;ALL;students with disabilities
Attleboro - Peter Thacher Elementary School;00160050;ELA;           6;15;           1;3;           5;13;          13;33;          21;53;          40;     492.2;;          12;80;2019;ALL;students with disabilities
Attleboro - Peter Thacher Elementary School;00160050;MATH;           8;20;           1;3;           7;18;           8;20;          24;60;          40;     485.3;;          12;66;2019;ALL;students with disabilities
Attleboro - Robert J. Coelho Middle School;00160305;ELA;          16;15;           0;0;          16;15;          59;55;          33;31;         108;     478.8;          46.7;         105;33;2019;ALL;students with disabilities
Attleboro - Robert J. Coelho Middle School;00160305;MATH;          19;18;           0;0;          19;18;          61;56;          28;26;         108;     482.2;          49.3;         105;54;2019;ALL;students with disabilities
Attleboro - Robert J. Coelho Middle School;00160305;SCI;           9;17;           1;2;           8;15;          36;67;           9;17;          54;     485.1;;;59;2019;ALL;students with disabilities
Attleboro - Thomas Willett Elementary School;00160035;ELA;           4;12;           0;0;           4;12;          24;71;           6;18;          34;     483.4;;          15;51;2019;ALL;students with disabilities
Attleboro - Thomas Willett Elementary School;00160035;MATH;           4;12;           0;0;           4;12;          17;50;          13;38;          34;     476.2;;          15;33;2019;ALL;students with disabilities
Attleboro - Wamsutta Middle School;00160320;ELA;           7;8;           0;0;           7;8;          45;49;          39;43;          91;     472.4;          41.3;          88;14;2019;ALL;students with disabilities
