School Name;School Code;Subject;M+E #;M+E %;E #;E %;M #;M %;PM #;PM %;NM #;NM %;No. of Students Included;Part. Rate %;Avg. Scaled Score;SGP;Included In SGP;year;grade;student_group
Dedham - Avery;00730010;ELA;           5;50;           0;0;           5;50;           4;40;           1;10;          10;100;     495.5;;           4;2021;ALL;multi-race
Dedham - Avery;00730010;MATH;           3;30;           0;0;           3;30;           7;70;           0;0;          10;100;     491.5;;           4;2021;ALL;multi-race
Dedham - Dedham Middle School;00730305;ELA;           6;20;           2;7;           4;13;          17;57;           7;23;          30;100;     486.9;          27.8;          30;2021;ALL;multi-race
Dedham - Dedham Middle School;00730305;MATH;           7;23;           2;7;           5;17;          17;57;           6;20;          30;100;     489.5;          32.0;          30;2021;ALL;multi-race
Deerfield - Deerfield Elementary;00740015;ELA;           3;25;           0;0;           3;25;           7;58;           2;17;          12;92;     489.2;;           4;2021;ALL;multi-race
Deerfield - Deerfield Elementary;00740015;MATH;           2;17;           0;0;           2;17;           7;58;           3;25;          12;92;     484.6;;           4;2021;ALL;multi-race
Dennis-Yarmouth - Mattacheese Middle School;06450305;ELA;          18;51;           5;14;          13;37;          13;37;           4;11;          35;100;     504.4;          62.5;          35;2021;ALL;multi-race
Dennis-Yarmouth - Mattacheese Middle School;06450305;MATH;          13;37;           0;0;          13;37;          16;46;           6;17;          35;100;     488.5;          34.4;          35;2021;ALL;multi-race
Dennis-Yarmouth - Nathaniel H. Wixon School;06450050;ELA;          15;36;           1;2;          14;33;          19;45;           8;19;          42;98;     491.1;;          18;2021;ALL;multi-race
Dennis-Yarmouth - Nathaniel H. Wixon School;06450050;MATH;          11;26;           1;2;          10;24;          21;50;          10;24;          42;98;     488.4;;          18;2021;ALL;multi-race
Dennis-Yarmouth - Nathaniel H. Wixon School;06450050;SCI;           4;19;           1;5;           3;14;           8;38;           9;43;          21;96;     480.9;;;2021;ALL;multi-race
Dighton-Rehoboth - Dighton Elementary;06500005;ELA;           7;58;           1;8;           6;50;           4;33;           1;8;          12;100;     500.8;;;2021;ALL;multi-race
Dighton-Rehoboth - Dighton Elementary;06500005;MATH;           4;33;           0;0;           4;33;           5;42;           3;25;          12;100;     484.8;;;2021;ALL;multi-race
