school_name,school_code,subject,me_num,me_percent,e_num,e_percent,m_num,m_percent,pm_num,pm_percent,nm_num,nm_percent,num_of_students_included,part_rate_percent,avg_scaled_score,sgp,included_in_sgp,ach_pctl,year
Braintree - Hollis,00400005,SCI,          56,70,          15,19,          41,51,          23,29,           1,1,          80,,     510.0,,,84,2019
Braintree - Liberty,00400025,ELA,         197,75,          53,20,         144,55,          63,24,           4,2,         264,,     514.0,          65.1,         170,89,2019
Braintree - Liberty,00400025,MATH,         167,63,          20,8,         147,56,          93,35,           4,2,         264,,     506.4,          54.8,         170,75,2019
Braintree - Liberty,00400025,SCI,          73,84,          22,25,          51,59,          13,15,           1,1,          87,,     518.3,,,97,2019
Braintree - Mary E Flaherty School,00400020,ELA,         157,75,          43,20,         114,54,          41,20,          12,6,         210,,     515.6,          64.8,         129,93,2019
Braintree - Mary E Flaherty School,00400020,MATH,         124,59,          29,14,          95,45,          72,34,          14,7,         210,,     506.8,          54.9,         128,76,2019
Braintree - Mary E Flaherty School,00400020,SCI,          59,75,          24,30,          35,44,          17,22,           3,4,          79,,     516.8,,,96,2019
Braintree - South Middle School,00400310,ELA,         434,63,         101,15,         333,49,         212,31,          40,6,         686,,     507.5,          47.0,         649,70,2019
Braintree - South Middle School,00400310,MATH,         417,61,          87,13,         330,48,         249,36,          20,3,         686,,     506.7,          49.2,         647,76,2019
Braintree - South Middle School,00400310,SCI,         126,56,          17,8,         109,48,          88,39,          12,5,         226,,     502.5,,,59,2019
Brewster - Eddy Elementary,00410010,ELA,         152,65,          16,7,         136,58,          78,33,           5,2,         235,,     505.6,          43.7,         155,63,2019
Brewster - Eddy Elementary,00410010,MATH,         141,60,          18,8,         123,52,          85,36,           9,4,         235,,     504.5,          41.6,         156,69,2019
Brewster - Eddy Elementary,00410010,SCI,          46,58,           6,8,          40,51,          31,39,           2,3,          79,,     504.2,,,66,2019
Bridge Boston Charter School (District) - Bridge Boston Charter School,04170205,ELA,          74,41,          13,7,          61,34,          88,49,          19,10,         181,,     496.1,          57.6,         138,27,2019
Bridge Boston Charter School (District) - Bridge Boston Charter School,04170205,MATH,          48,27,           3,2,          45,25,         101,56,          30,17,         179,,     487.3,          48.2,         136,13,2019
Bridge Boston Charter School (District) - Bridge Boston Charter School,04170205,SCI,          12,30,           1,3,          11,28,          19,48,           9,23,          40,,     486.7,,,16,2019
Bridgewater-Raynham - Bridgewater Middle School,06250320,ELA,         275,57,          46,9,         229,47,         175,36,          35,7,         485,,     502.6,          53.2,         469,51,2019
Bridgewater-Raynham - Bridgewater Middle School,06250320,MATH,         290,60,          51,11,         239,49,         168,35,          27,6,         485,,     504.1,          56.4,         469,68,2019
Bridgewater-Raynham - Bridgewater Middle School,06250320,SCI,         123,50,          19,8,         104,43,         105,43,          16,7,         244,,     501.2,,,55,2019
Bridgewater-Raynham - Laliberte Elementary School,06250050,ELA,         237,71,          48,14,         189,56,          91,27,           7,2,         335,,     510.7,          54.3,         162,81,2019
Bridgewater-Raynham - Laliberte Elementary School,06250050,MATH,         225,67,          40,12,         185,55,          99,30,          10,3,         334,,     507.9,          61.1,         162,79,2019
Bridgewater-Raynham - Mitchell Elementary School,06250002,ELA,         132,63,          19,9,         113,54,          71,34,           7,3,         210,,     506.4,,,66,2019
Bridgewater-Raynham - Mitchell Elementary School,06250002,MATH,         107,51,          16,8,          91,43,          88,42,          15,7,         210,,     500.9,,,55,2019
Bridgewater-Raynham - Raynham Middle School,06250315,ELA,         359,55,          50,8,         309,47,         257,39,          39,6,         655,,     502.0,          46.2,         647,48,2019
Bridgewater-Raynham - Raynham Middle School,06250315,MATH,         362,55,          37,6,         325,50,         265,40,          28,4,         655,,     502.3,          49.1,         648,61,2019
Bridgewater-Raynham - Raynham Middle School,06250315,SCI,         177,52,          27,8,         150,44,         143,42,          19,6,         339,,     501.7,,,57,2019
Bridgewater-Raynham - Williams Intermediate School,06250300,ELA,         424,57,          47,6,         377,51,         280,38,          42,6,         746,,     502.7,          47.2,         731,51,2019
Bridgewater-Raynham - Williams Intermediate School,06250300,MATH,         455,61,          43,6,         412,55,         251,34,          40,5,         746,,     503.4,          50.6,         731,65,2019
Bridgewater-Raynham - Williams Intermediate School,06250300,SCI,         140,58,          20,8,         120,50,          90,37,          11,5,         241,,     503.8,,,64,2019
Brimfield - Brimfield Elementary,00430005,ELA,         100,64,           5,3,          95,61,          52,33,           4,3,         156,,     505.2,          48.7,         117,64,2019
Brimfield - Brimfield Elementary,00430005,MATH,         111,71,          14,9,          97,62,          40,26,           5,3,         156,,     508.4,          59.0,         117,85,2019
Brimfield - Brimfield Elementary,00430005,SCI,          32,76,           3,7,          29,69,           9,21,           1,2,          42,,     510.8,,,89,2019
Brockton - Ashfield Middle School,00440421,ELA,         171,33,           9,2,         162,31,         224,43,         128,24,         523,,     488.7,          55.7,         457,10,2019
Brockton - Ashfield Middle School,00440421,MATH,         122,23,          10,2,         112,21,         292,56,         107,21,         521,,     486.7,          50.8,         457,12,2019
Brockton - Ashfield Middle School,00440421,SCI,          28,18,           1,1,          27,17,          90,56,          42,26,         160,,     484.5,,,13,2019
Brockton - Brookfield,00440010,ELA,          82,27,           2,1,          80,26,         148,48,          78,25,         308,,     486.9,          50.5,         178,8,2019
Brockton - Brookfield,00440010,MATH,          73,24,           4,1,          69,22,         152,49,          84,27,         309,,     485.4,          54.7,         179,10,2019
Brockton - Brookfield,00440010,SCI,          21,19,           0,0,          21,19,          49,44,          42,38,         112,,     481.8,,,10,2019
Brockton - Downey,00440110,ELA,          55,18,           1,0,          54,17,         152,49,         102,33,         309,,     483.9,          42.1,         181,5,2019
Brockton - Downey,00440110,MATH,          57,18,           3,1,          54,17,         144,47,         108,35,         309,,     482.6,          51.9,         181,7,2019
Brockton - Downey,00440110,SCI,          19,19,           1,1,          18,18,          55,56,          24,24,          98,,     485.7,,,15,2019
Brockton - Dr W Arnone Community School,00440001,ELA,          67,20,           1,0,          66,19,         195,57,          80,23,         342,,     483.9,          38.4,         219,5,2019
Brockton - Dr W Arnone Community School,00440001,MATH,          65,19,           2,1,          63,19,         175,52,          99,29,         339,,     481.3,          33.8,         217,6,2019
Brockton - Dr W Arnone Community School,00440001,SCI,          23,20,           0,0,          23,20,          62,54,          29,25,         114,,     483.2,,,12,2019
Brockton - East Middle School,00440405,ELA,          92,17,           2,0,          90,16,         263,47,         202,36,         557,,     479.9,          52.1,         484,3,2019
Brockton - East Middle School,00440405,MATH,          56,10,           1,0,          55,10,         291,52,         209,38,         556,,     476.4,          39.7,         483,3,2019
Brockton - East Middle School,00440405,SCI,          18,11,           1,1,          17,10,          94,57,          53,32,         165,,     478.8,,,7,2019
Brockton - Edgar B Davis,00440023,ELA,         197,30,          10,2,         187,29,         380,58,          77,12,         654,,     491.2,          52.4,         531,15,2019
Brockton - Edgar B Davis,00440023,MATH,         187,29,          10,2,         177,27,         380,58,          85,13,         652,,     489.3,          55.5,         530,17,2019
Brockton - Edgar B Davis,00440023,SCI,          42,21,           1,1,          41,21,         118,59,          39,20,         199,,     485.0,,,14,2019
Brockton - Gilmore Elementary School,00440055,ELA,          41,18,           2,1,          39,17,         134,60,          48,22,         223,,     484.3,          45.9,         137,5,2019
Brockton - Gilmore Elementary School,00440055,MATH,          65,29,           2,1,          63,28,         124,56,          34,15,         223,,     487.8,          50.2,         137,14,2019
Brockton - Gilmore Elementary School,00440055,SCI,          18,24,           0,0,          18,24,          43,58,          13,18,          74,,     486.2,,,15,2019
Brockton - Hancock,00440045,ELA,          96,34,           2,1,          94,33,         162,58,          23,8,         281,,     494.1,          48.2,         191,21,2019
Brockton - Hancock,00440045,MATH,          75,27,           4,1,          71,25,         162,58,          44,16,         281,,     489.8,          51.3,         191,18,2019
Brockton - Hancock,00440045,SCI,          37,36,           2,2,          35,34,          59,57,           8,8,         104,,     494.1,,,32,2019
Brockton - Huntington Therapeutic Day School,00440400,ELA,           0,0,           0,0,           0,0,           7,41,          10,59,          17,,     468.1,,          15,2,2019
Brockton - Huntington Therapeutic Day School,00440400,MATH,           0,0,           0,0,           0,0,           5,28,          13,72,          18,,     461.2,,          17,1,2019
Brockton - John F Kennedy,00440017,ELA,          75,27,           2,1,          73,26,         153,55,          51,18,         279,,     489.8,          48.7,         163,12,2019
Brockton - John F Kennedy,00440017,MATH,          85,30,           5,2,          80,29,         140,50,          55,20,         280,,     489.0,          60.1,         165,17,2019
Brockton - John F Kennedy,00440017,SCI,          30,35,           2,2,          28,33,          39,45,          17,20,          86,,     489.7,,,22,2019
Brockton - Joseph F. Plouffe Academy,00440422,ELA,         272,39,          44,6,         228,33,         257,37,         164,24,         693,,     492.3,          47.4,         646,17,2019
Brockton - Joseph F. Plouffe Academy,00440422,MATH,         259,37,          46,7,         213,31,         271,39,         161,23,         691,,     491.9,          45.0,         642,22,2019
Brockton - Joseph F. Plouffe Academy,00440422,SCI,          91,40,          15,7,          76,34,          90,40,          44,20,         225,,     494.4,,,33,2019
Brockton - Louis F Angelo Elementary,00440065,ELA,         184,35,          12,2,         172,33,         226,43,         117,22,         527,,     491.1,          47.0,         378,15,2019
Brockton - Louis F Angelo Elementary,00440065,MATH,         203,39,          22,4,         181,34,         178,34,         146,28,         527,,     490.3,          50.4,         378,19,2019
Brockton - Louis F Angelo Elementary,00440065,SCI,          90,44,          17,8,          73,35,          67,33,          49,24,         206,,     493.7,,,30,2019
Brockton - Manthala George Jr. School,00440003,ELA,          86,20,           3,1,          83,19,         224,52,         122,28,         432,,     482.2,          44.5,         271,4,2019
Brockton - Manthala George Jr. School,00440003,MATH,          64,15,           8,2,          56,13,         229,53,         139,32,         432,,     479.6,          46.1,         271,5,2019
Brockton - Manthala George Jr. School,00440003,SCI,          22,14,           0,0,          22,14,          76,49,          57,37,         155,,     476.2,,,4,2019
Brockton - Mary E. Baker School,00440002,ELA,         101,30,           5,2,          96,29,         171,51,          61,18,         333,,     489.3,          48.3,         207,11,2019
Brockton - Mary E. Baker School,00440002,MATH,          89,27,           4,1,          85,26,         155,47,          88,27,         332,,     485.2,          55.1,         207,10,2019
Brockton - Mary E. Baker School,00440002,SCI,          24,21,           1,1,          23,21,          57,51,          31,28,         112,,     483.5,,,12,2019
Brockton - North Middle School,00440410,ELA,          81,28,           2,1,          79,28,         154,54,          50,18,         285,,     487.8,          57.1,         276,9,2019
Brockton - North Middle School,00440410,MATH,          35,12,           1,0,          34,12,         186,65,          66,23,         287,,     481.5,          48.4,         277,6,2019
Brockton - North Middle School,00440410,SCI,          16,11,           0,0,          16,11,          88,63,          36,26,         140,,     480.3,,,8,2019
Brockton - Oscar F Raymond,00440078,ELA,          82,20,           4,1,          78,19,         233,57,          94,23,         409,,     485.4,          47.7,         249,6,2019
Brockton - Oscar F Raymond,00440078,MATH,          61,15,           2,0,          59,14,         248,61,          99,24,         408,,     482.8,          52.7,         249,7,2019
Brockton - Oscar F Raymond,00440078,SCI,          26,19,           0,0,          26,19,          74,55,          34,25,         134,,     482.4,,,11,2019
Brockton - South Middle School,00440415,ELA,         123,22,           9,2,         114,20,         250,45,         186,33,         559,,     482.2,          48.0,         499,4,2019
Brockton - South Middle School,00440415,MATH,          78,14,           6,1,          72,13,         292,52,         188,34,         558,,     479.6,          39.6,         498,5,2019
Brockton - South Middle School,00440415,SCI,          31,16,           2,1,          29,15,          98,51,          62,32,         191,,     480.4,,,8,2019
Brockton - West Middle School,00440420,ELA,         225,34,          10,2,         215,32,         316,48,         122,18,         663,,     490.0,          55.4,         654,13,2019
Brockton - West Middle School,00440420,MATH,         116,17,           5,1,         111,17,         406,61,         141,21,         663,,     483.2,          46.8,         653,8,2019
Brockton - West Middle School,00440420,SCI,          50,24,           1,0,          49,24,         120,58,          38,18,         208,,     486.9,,,17,2019
Brooke Charter School (District) - Brooke Charter School,04280305,ELA,         789,74,         211,20,         578,54,         248,23,          33,3,"       1,070",,     512.7,          63.8,         853,87,2019
Brooke Charter School (District) - Brooke Charter School,04280305,MATH,         813,76,         201,19,         612,57,         226,21,          31,3,"       1,070",,     513.2,          65.2,         855,92,2019
Brooke Charter School (District) - Brooke Charter School,04280305,SCI,         227,65,          48,14,         179,52,         108,31,          12,3,         347,,     507.5,,,78,2019
Brookfield - Brookfield Elementary,00450005,ELA,          91,55,           7,4,          84,51,          64,39,          11,7,         166,,     501.0,          34.1,         118,45,2019
Brookfield - Brookfield Elementary,00450005,MATH,         100,60,          20,12,          80,48,          55,33,          12,7,         167,,     505.4,          57.1,         118,74,2019
Brookfield - Brookfield Elementary,00450005,SCI,          19,53,           6,17,          13,36,          14,39,           3,8,          36,,     507.1,,,78,2019
Brookline - Edith C Baker,00460005,ELA,         391,82,         143,30,         248,52,          71,15,          14,3,         476,,     519.1,          60.4,         375,97,2019
Brookline - Edith C Baker,00460005,MATH,         369,78,         136,29,         233,49,          92,19,          15,3,         476,,     516.8,          59.8,         373,96,2019
Brookline - Edith C Baker,00460005,SCI,          91,71,          24,19,          67,52,          31,24,           7,5,         129,,     508.9,,,82,2019
Brookline - Florida Ruffin Ridley School,00460015,ELA,         352,68,          94,18,         258,50,         147,28,          22,4,         521,,     510.5,          55.4,         394,80,2019
Brookline - Florida Ruffin Ridley School,00460015,MATH,         334,64,         107,21,         227,44,         140,27,          45,9,         519,,     508.6,          61.3,         393,82,2019
Brookline - Florida Ruffin Ridley School,00460015,SCI,         114,70,          26,16,          88,54,          39,24,          10,6,         163,,     508.7,,,81,2019
Brookline - Heath,00460025,ELA,         300,82,         135,37,         165,45,          61,17,           4,1,         365,,     520.9,          59.1,         300,98,2019
Brookline - Heath,00460025,MATH,         286,78,         118,32,         168,46,          65,18,          14,4,         365,,     517.8,          60.6,         301,97,2019
Brookline - Heath,00460025,SCI,          74,65,          16,14,          58,51,          36,32,           4,4,         114,,     507.6,,,77,2019
Brookline - John D Runkle,00460045,ELA,         295,76,          84,22,         211,55,          79,20,          13,3,         387,,     515.3,          58.1,         310,92,2019
Brookline - John D Runkle,00460045,MATH,         290,75,          97,25,         193,50,          80,21,          18,5,         388,,     514.3,          56.2,         311,93,2019
Brookline - John D Runkle,00460045,SCI,          79,61,          17,13,          62,48,          43,33,           8,6,         130,,     505.6,,,71,2019
Brookline - Lawrence,00460030,ELA,         290,73,          63,16,         227,57,          91,23,          14,4,         395,,     511.7,          56.3,         296,84,2019
Brookline - Lawrence,00460030,MATH,         294,74,          99,25,         195,49,          87,22,          14,4,         395,,     514.7,          60.4,         297,94,2019
Brookline - Lawrence,00460030,SCI,          80,68,          15,13,          65,56,          34,29,           3,3,         117,,     508.7,,,81,2019
Brookline - Michael Driscoll,00460020,ELA,         302,76,          84,21,         218,55,          87,22,           8,2,         397,,     513.9,          55.7,         313,89,2019
Brookline - Michael Driscoll,00460020,MATH,         310,78,          94,24,         216,55,          73,18,          12,3,         395,,     515.2,          59.2,         312,95,2019
Brookline - Michael Driscoll,00460020,SCI,          88,75,          24,21,          64,55,          28,24,           1,1,         117,,     513.3,,,92,2019
Brookline - Pierce,00460040,ELA,         395,79,         135,27,         260,52,          95,19,          10,2,         500,,     517.0,          59.9,         385,95,2019
Brookline - Pierce,00460040,MATH,         375,75,         122,24,         253,51,         111,22,          14,3,         500,,     515.1,          61.3,         385,95,2019
Brookline - Pierce,00460040,SCI,         130,76,          41,24,          89,52,          37,22,           4,2,         171,,     514.5,,,94,2019
Brookline - William H Lincoln,00460035,ELA,         264,72,         110,30,         154,42,          81,22,          23,6,         368,,     515.8,          58.4,         292,93,2019
Brookline - William H Lincoln,00460035,MATH,         258,70,          92,25,         166,45,          90,24,          20,5,         368,,     512.7,          57.0,         291,91,2019
Brookline - William H Lincoln,00460035,SCI,          78,70,          23,21,          55,49,          29,26,           5,4,         112,,     511.3,,,87,2019
Burlington - Fox Hill,00480007,ELA,         121,69,          24,14,          97,55,          53,30,           2,1,         176,,     509.6,          58.5,         103,78,2019
Burlington - Fox Hill,00480007,MATH,         116,66,          18,10,          98,56,          54,31,           6,3,         176,,     505.9,          67.6,         104,73,2019
Burlington - Fox Hill,00480007,SCI,          35,76,           3,7,          32,70,          10,22,           1,2,          46,,     507.8,,,78,2019
Burlington - Francis Wyman Elementary,00480035,ELA,         156,61,          12,5,         144,56,          94,37,           5,2,         255,,     504.1,          45.1,         170,57,2019
Burlington - Francis Wyman Elementary,00480035,MATH,         162,63,          24,9,         138,54,          82,32,          12,5,         256,,     505.5,          44.4,         171,72,2019
Burlington - Francis Wyman Elementary,00480035,SCI,          42,52,           4,5,          38,47,          37,46,           2,2,          81,,     501.0,,,54,2019
Burlington - Marshall Simonds Middle,00480303,ELA,         457,60,          90,12,         367,48,         242,32,          63,8,         762,,     505.2,          60.8,         737,61,2019
Burlington - Marshall Simonds Middle,00480303,MATH,         457,60,          99,13,         358,47,         253,33,          51,7,         761,,     505.5,          56.0,         738,72,2019
Burlington - Marshall Simonds Middle,00480303,SCI,         139,55,          15,6,         124,49,          90,35,          25,10,         254,,     501.4,,,56,2019
Burlington - Memorial,00480015,ELA,         111,56,          11,6,         100,50,          84,42,           4,2,         199,,     502.7,          53.8,         125,51,2019
Burlington - Memorial,00480015,MATH,         120,60,          12,6,         108,54,          74,37,           6,3,         200,,     504.2,          52.0,         126,68,2019
Burlington - Memorial,00480015,SCI,          39,57,           4,6,          35,51,          28,41,           2,3,          69,,     500.7,,,53,2019
Burlington - Pine Glen Elementary,00480020,ELA,          84,60,           9,6,          75,53,          52,37,           5,4,         141,,     505.4,          46.5,          75,62,2019
Burlington - Pine Glen Elementary,00480020,MATH,          93,66,          17,12,          76,54,          41,29,           6,4,         140,,     510.0,          59.2,          75,86,2019
Burlington - Pine Glen Elementary,00480020,SCI,          25,57,           5,11,          20,45,          19,43,           0,0,          44,,     505.5,,,70,2019
Cambridge - Amigos School,00490006,ELA,         169,71,          55,23,         114,48,          59,25,           9,4,         237,,     513.9,          54.2,         178,89,2019
Cambridge - Amigos School,00490006,MATH,         164,69,          46,19,         118,50,          66,28,           7,3,         237,,     510.4,          59.2,         180,86,2019
Cambridge - Amigos School,00490006,SCI,          53,71,          17,23,          36,48,          19,25,           3,4,          75,,     510.4,,,85,2019
Cambridge - Cambridge Street Upper School,00490305,ELA,         118,49,          42,18,          76,32,          71,30,          50,21,         239,,     500.6,          42.7,         216,43,2019
Cambridge - Cambridge Street Upper School,00490305,MATH,          96,41,          30,13,          66,28,          91,38,          50,21,         237,,     495.1,          39.4,         214,32,2019
Cambridge - Cambridge Street Upper School,00490305,SCI,          30,37,           4,5,          26,32,          39,48,          12,15,          81,,     493.1,,,29,2019
Cambridge - Cambridgeport,00490007,ELA,          67,69,          21,22,          46,47,          24,25,           6,6,          97,,     511.9,          47.1,          61,84,2019
Cambridge - Cambridgeport,00490007,MATH,          63,61,           9,9,          54,52,          30,29,          10,10,         103,,     502.4,          46.8,          65,62,2019
Cambridge - Cambridgeport,00490007,SCI,          15,47,           3,9,          12,38,          13,41,           4,13,          32,,     497.3,,,41,2019
Cambridge - Fletcher/Maynard Academy,00490090,ELA,          56,54,          12,12,          44,42,          42,40,           6,6,         104,,     504.0,          50.2,          63,57,2019
Cambridge - Fletcher/Maynard Academy,00490090,MATH,          48,46,           9,9,          39,38,          49,47,           7,7,         104,,     499.0,          35.0,          63,48,2019
Cambridge - Fletcher/Maynard Academy,00490090,SCI,          10,31,           2,6,           8,25,          17,53,           5,16,          32,,     493.0,,,29,2019
Cambridge - Graham and Parks,00490080,ELA,          83,59,          10,7,          73,52,          45,32,          12,9,         140,,     503.2,          54.0,          85,53,2019
Cambridge - Graham and Parks,00490080,MATH,          71,50,          11,8,          60,42,          56,39,          16,11,         143,,     498.8,          55.4,          86,47,2019
Cambridge - Graham and Parks,00490080,SCI,          20,42,           1,2,          19,40,          21,44,           7,15,          48,,     494.3,,,33,2019
Cambridge - Haggerty,00490020,ELA,          54,55,          12,12,          42,43,          40,41,           4,4,          98,,     505.3,          58.0,          61,62,2019
Cambridge - Haggerty,00490020,MATH,          48,49,          10,10,          38,39,          41,42,           9,9,          98,,     499.8,          55.5,          61,51,2019
Cambridge - Haggerty,00490020,SCI,          11,35,           0,0,          11,35,          18,58,           2,6,          31,,     494.1,,,32,2019
Cambridge - John M Tobin,00490065,ELA,          75,82,          24,26,          51,55,          17,18,           0,0,          92,,     517.2,          47.6,          54,95,2019
Cambridge - John M Tobin,00490065,MATH,          67,74,          22,24,          45,49,          23,25,           1,1,          91,,     514.0,          45.9,          53,93,2019
Cambridge - John M Tobin,00490065,SCI,          14,58,           4,17,          10,42,           9,38,           1,4,          24,,     508.6,,,81,2019
Cambridge - Kennedy-Longfellow,00490040,ELA,          32,41,           5,6,          27,35,          36,46,          10,13,          78,,     495.7,          42.6,          49,26,2019
Cambridge - Kennedy-Longfellow,00490040,MATH,          27,35,           6,8,          21,27,          38,49,          12,16,          77,,     492.8,          38.1,          48,25,2019
Cambridge - Kennedy-Longfellow,00490040,SCI,           7,32,           2,9,           5,23,          13,59,           2,9,          22,,     497.1,,,40,2019
Cambridge - King Open,00490035,ELA,          81,56,          19,13,          62,43,          50,34,          14,10,         145,,     506.3,          57.2,          82,66,2019
Cambridge - King Open,00490035,MATH,          63,43,          13,9,          50,34,          61,42,          21,14,         145,,     498.2,          47.1,          84,44,2019
Cambridge - King Open,00490035,SCI,          26,51,          12,24,          14,27,          22,43,           3,6,          51,,     507.6,,,77,2019
Cambridge - Maria L. Baldwin,00490005,ELA,          93,73,          24,19,          69,54,          33,26,           2,2,         128,,     513.4,          51.4,          85,88,2019
Cambridge - Maria L. Baldwin,00490005,MATH,          78,61,          27,21,          51,40,          46,36,           4,3,         128,,     509.3,          48.8,          85,84,2019
Cambridge - Maria L. Baldwin,00490005,SCI,          28,64,          10,23,          18,41,          14,32,           2,5,          44,,     508.0,,,79,2019
Cambridge - Martin Luther King Jr.,00490030,ELA,          97,79,          34,28,          63,51,          26,21,           0,0,         123,,     517.2,          62.3,          73,95,2019
Cambridge - Martin Luther King Jr.,00490030,MATH,          81,66,          26,21,          55,45,          36,29,           6,5,         123,,     510.3,          51.3,          73,86,2019
Cambridge - Martin Luther King Jr.,00490030,SCI,          30,75,           8,20,          22,55,          10,25,           0,0,          40,,     514.2,,,93,2019
Cambridge - Morse,00490045,ELA,          71,67,          15,14,          56,53,          29,27,           6,6,         106,,     510.9,          55.2,          55,81,2019
Cambridge - Morse,00490045,MATH,          61,58,          13,12,          48,46,          34,32,          10,10,         105,,     504.9,          55.1,          55,70,2019
Cambridge - Morse,00490045,SCI,          15,60,           4,16,          11,44,           9,36,           1,4,          25,,     505.6,,,71,2019
Cambridge - Peabody,00490050,ELA,         104,80,          36,28,          68,52,          23,18,           3,2,         130,,     518.6,          52.3,          83,97,2019
Cambridge - Peabody,00490050,MATH,          94,72,          24,18,          70,54,          35,27,           1,1,         130,,     512.0,          59.0,          83,89,2019
Cambridge - Peabody,00490050,SCI,          32,76,          15,36,          17,40,           8,19,           2,5,          42,,     517.2,,,96,2019
Cambridge - Putnam Avenue Upper School,00490310,ELA,         122,47,          34,13,          88,34,         100,39,          35,14,         257,,     500.1,          48.4,         241,41,2019
Cambridge - Putnam Avenue Upper School,00490310,MATH,          84,33,          14,5,          70,27,         122,48,          49,19,         255,,     491.3,          42.5,         236,21,2019
Cambridge - Putnam Avenue Upper School,00490310,SCI,          24,29,           1,1,          23,28,          43,52,          15,18,          82,,     490.6,,,24,2019
Cambridge - Rindge Avenue Upper School,00490315,ELA,         172,62,          73,26,          99,36,          81,29,          25,9,         278,,     509.0,          52.4,         252,75,2019
Cambridge - Rindge Avenue Upper School,00490315,MATH,         159,57,          46,16,         113,41,          91,33,          29,10,         279,,     503.0,          46.8,         251,63,2019
Cambridge - Rindge Avenue Upper School,00490315,SCI,          49,52,           7,7,          42,45,          32,34,          13,14,          94,,     500.4,,,51,2019
Cambridge - Vassal Lane Upper School,00490320,ELA,         161,59,          54,20,         107,39,          79,29,          34,12,         274,,     505.2,          53.3,         262,61,2019
Cambridge - Vassal Lane Upper School,00490320,MATH,         174,64,          57,21,         117,43,          79,29,          21,8,         274,,     507.5,          59.1,         261,78,2019
Cambridge - Vassal Lane Upper School,00490320,SCI,          50,53,           5,5,          45,48,          41,44,           3,3,          94,,     502.9,,,61,2019
Canton - Dean S Luce,00500020,ELA,         174,69,          30,12,         144,57,          72,28,           8,3,         254,,     508.2,          44.8,         167,73,2019
Canton - Dean S Luce,00500020,MATH,         181,71,          38,15,         143,56,          64,25,           9,4,         254,,     509.6,          49.3,         166,85,2019
Canton - Dean S Luce,00500020,SCI,          54,58,           5,5,          49,53,          35,38,           4,4,          93,,     503.5,,,63,2019
Canton - John F Kennedy,00500017,ELA,         179,68,          36,14,         143,54,          76,29,           8,3,         263,,     509.4,          53.7,         175,77,2019
Canton - John F Kennedy,00500017,MATH,         176,67,          25,10,         151,57,          80,30,           7,3,         263,,     507.7,          51.3,         173,79,2019
Canton - John F Kennedy,00500017,SCI,          65,64,          12,12,          53,52,          35,35,           1,1,         101,,     507.3,,,76,2019
Canton - Lt Peter M Hansen,00500012,ELA,         171,67,          24,9,         147,57,          72,28,          14,5,         257,,     509.1,          54.5,         158,76,2019
Canton - Lt Peter M Hansen,00500012,MATH,         148,58,          24,9,         124,48,          93,36,          16,6,         257,,     505.3,          59.4,         159,71,2019
Canton - Lt Peter M Hansen,00500012,SCI,          51,57,           8,9,          43,48,          32,36,           6,7,          89,,     505.1,,,69,2019
Canton - Wm H Galvin Middle,00500305,ELA,         466,66,         113,16,         353,50,         201,28,          44,6,         711,,     507.9,          50.0,         691,71,2019
Canton - Wm H Galvin Middle,00500305,MATH,         441,62,          93,13,         348,49,         225,32,          45,6,         711,,     506.1,          46.3,         693,74,2019
Canton - Wm H Galvin Middle,00500305,SCI,         128,55,          22,10,         106,46,          84,36,          19,8,         231,,     502.5,,,59,2019
Cape Cod Lighthouse Charter (District) - Cape Cod Lighthouse Charter School,04320530,ELA,         171,72,          33,14,         138,58,          57,24,          11,5,         239,,     509.3,          54.6,         223,77,2019
Cape Cod Lighthouse Charter (District) - Cape Cod Lighthouse Charter School,04320530,MATH,         137,58,          16,7,         121,51,          92,39,           9,4,         238,,     504.0,          45.3,         221,67,2019
Cape Cod Lighthouse Charter (District) - Cape Cod Lighthouse Charter School,04320530,SCI,          56,70,          13,16,          43,54,          21,26,           3,4,          80,,     509.8,,,84,2019
Carlisle - Carlisle School,00510025,ELA,         332,80,         111,27,         221,54,          70,17,          11,3,         413,,     517.4,          56.3,         336,96,2019
Carlisle - Carlisle School,00510025,MATH,         325,79,         108,26,         217,53,          71,17,          15,4,         411,,     517.2,          59.3,         333,98,2019
Carlisle - Carlisle School,00510025,SCI,         121,81,          51,34,          70,47,          27,18,           2,1,         150,,     519.6,,,98,2019
Carver - Carver Elementary School,00520015,ELA,         155,44,           9,3,         146,41,         181,51,          18,5,         354,,     498.3,          49.1,         225,34,2019
Carver - Carver Elementary School,00520015,MATH,         138,39,           8,2,         130,37,         183,52,          33,9,         354,,     494.4,          52.9,         225,30,2019
Carver - Carver Elementary School,00520015,SCI,          56,48,           6,5,          50,43,          56,48,           5,4,         117,,     499.8,,,49,2019
Carver - Carver Middle/High School,00520405,ELA,         170,45,          20,5,         150,40,         165,44,          39,10,         374,,     497.0,          41.4,         363,30,2019
Carver - Carver Middle/High School,00520405,MATH,         169,45,          13,3,         156,42,         181,48,          24,6,         374,,     498.1,          48.2,         364,44,2019
Carver - Carver Middle/High School,00520405,SCI,          74,58,           9,7,          65,51,          46,36,           8,6,         128,,     502.5,,,59,2019
Central Berkshire - Becket Washington School,06350005,ELA,          31,57,           8,15,          23,43,          22,41,           1,2,          54,,     508.3,          50.2,          39,74,2019
