school_name,school_code,subject,me_num,me_percent,e_num,e_percent,m_num,m_percent,pm_num,pm_percent,nm_num,nm_percent,num_of_students_included,part_rate_percent,avg_scaled_score,sgp,included_in_sgp,ach_pctl,year
Ayer Shirley School District - Page Hilltop Elementary School,06160002,MATH,         113,46,          12,5,         101,41,         118,48,          13,5,         244,,     499.4,          62.0,         166,49,2019
Ayer Shirley School District - Page Hilltop Elementary School,06160002,SCI,          49,55,           7,8,          42,47,          31,35,           9,10,          89,,     500.3,,,51,2019
Barnstable - Barnstable High,00200505,ELA,         167,49,          19,6,         148,43,         119,35,          57,17,         343,,     496.7,          45.0,         317,29,2019
Barnstable - Barnstable High,00200505,MATH,         134,39,          16,5,         118,34,         169,49,          43,12,         346,,     495.7,          44.3,         321,34,2019
Barnstable - Barnstable High,00200505,SCI,         162,46,          32,9,         130,37,         145,41,          43,12,         350,,     498.4,,,44,2019
Barnstable - Barnstable Intermediate School,00200315,ELA,         378,50,          63,8,         315,42,         257,34,         119,16,         754,,     498.7,          55.4,         705,35,2019
Barnstable - Barnstable Intermediate School,00200315,MATH,         340,45,          51,7,         289,38,         323,43,          92,12,         755,,     497.2,          50.0,         708,40,2019
Barnstable - Barnstable United Elementary School,00200050,ELA,         363,47,          35,5,         328,42,         358,46,          54,7,         775,,     499.1,          42.6,         740,37,2019
Barnstable - Barnstable United Elementary School,00200050,MATH,         344,44,          27,3,         317,41,         346,45,          87,11,         777,,     495.8,          36.9,         744,35,2019
Barnstable - Barnstable United Elementary School,00200050,SCI,         148,39,          19,5,         129,34,         182,48,          49,13,         379,,     495.2,,,35,2019
Barnstable - Centerville Elementary,00200010,ELA,          47,66,          13,18,          34,48,          16,23,           8,11,          71,,     511.5,,,83,2019
Barnstable - Centerville Elementary,00200010,MATH,          46,65,           7,10,          39,55,          15,21,          10,14,          71,,     508.5,,,82,2019
Barnstable - Hyannis West Elementary,00200025,ELA,          36,45,           4,5,          32,40,          37,46,           7,9,          80,,     499.5,,,38,2019
Barnstable - Hyannis West Elementary,00200025,MATH,          31,39,           3,4,          28,35,          36,45,          13,16,          80,,     492.8,,,25,2019
Barnstable - West Barnstable Elementary,00200005,ELA,          38,57,           7,10,          31,46,          22,33,           7,10,          67,,     501.6,,,47,2019
Barnstable - West Barnstable Elementary,00200005,MATH,          33,49,          12,18,          21,31,          29,43,           5,7,          67,,     502.3,,,61,2019
Barnstable - West Villages Elementary School,00200045,ELA,          59,62,           4,4,          55,58,          28,29,           8,8,          95,,     503.6,,,55,2019
Barnstable - West Villages Elementary School,00200045,MATH,          55,59,          13,14,          42,45,          30,32,           9,10,          94,,     505.3,,,71,2019
Barnstable Community Horace Mann Charter Public (District) - Barnstable Community Horace Mann Charter Public School,04270010,ELA,          30,44,           1,1,          29,43,          34,50,           4,6,          68,,     497.0,,,30,2019
Barnstable Community Horace Mann Charter Public (District) - Barnstable Community Horace Mann Charter Public School,04270010,MATH,          27,40,           1,1,          26,38,          35,51,           6,9,          68,,     493.6,,,28,2019
Baystate Academy Charter Public School (District) - Baystate Academy Charter Public School,35020405,ELA,          56,23,           3,1,          53,22,         130,53,          57,23,         243,,     485.4,          39.9,         233,6,2019
Baystate Academy Charter Public School (District) - Baystate Academy Charter Public School,35020405,MATH,          57,23,           5,2,          52,21,         144,59,          42,17,         243,,     487.5,          45.4,         232,13,2019
Baystate Academy Charter Public School (District) - Baystate Academy Charter Public School,35020405,SCI,          18,23,           1,1,          17,21,          41,51,          21,26,          80,,     484.3,,,14,2019
Bedford - John Glenn Middle,00230305,ELA,         396,70,         120,21,         276,49,         135,24,          32,6,         563,,     511.1,          50.0,         556,82,2019
Bedford - John Glenn Middle,00230305,MATH,         406,72,         139,25,         267,47,         131,23,          26,5,         563,,     512.6,          52.9,         556,91,2019
Bedford - John Glenn Middle,00230305,SCI,         128,68,          34,18,          94,50,          51,27,          10,5,         189,,     508.7,,,81,2019
Bedford - Lt Job Lane School,00230012,ELA,         464,77,         131,22,         333,56,         126,21,          10,2,         600,,     515.2,          57.5,         393,92,2019
Bedford - Lt Job Lane School,00230012,MATH,         440,73,         113,19,         327,55,         139,23,          21,4,         600,,     512.6,          56.2,         392,91,2019
Bedford - Lt Job Lane School,00230012,SCI,         134,67,          31,16,         103,52,          62,31,           4,2,         200,,     509.1,,,82,2019
Belchertown - Chestnut Hill Community School,00240006,ELA,         203,39,          21,4,         182,35,         273,53,          43,8,         519,,     496.1,          40.6,         507,27,2019
Belchertown - Chestnut Hill Community School,00240006,MATH,         212,41,          25,5,         187,36,         260,50,          45,9,         517,,     495.9,          52.9,         505,35,2019
Belchertown - Chestnut Hill Community School,00240006,SCI,          67,40,           8,5,          59,35,          94,56,           8,5,         169,,     498.0,,,42,2019
Belchertown - Jabish Middle School,00240025,ELA,         160,43,          19,5,         141,38,         178,48,          36,10,         374,,     496.7,          45.8,         363,29,2019
Belchertown - Jabish Middle School,00240025,MATH,         143,38,          16,4,         127,34,         197,53,          33,9,         373,,     495.3,          40.4,         365,32,2019
Belchertown - Jabish Middle School,00240025,SCI,          87,46,          11,6,          76,40,          88,46,          16,8,         191,,     498.6,,,44,2019
Belchertown - Swift River Elementary,00240018,ELA,          69,45,           0,0,          69,45,          73,48,          10,7,         152,,     496.1,,,27,2019
Belchertown - Swift River Elementary,00240018,MATH,          62,41,           7,5,          55,36,          67,44,          23,15,         152,,     493.1,,,26,2019
Bellingham - Bellingham High School,00250505,ELA,          62,39,           9,6,          53,33,          78,49,          19,12,         159,,     494.7,          44.2,         155,23,2019
Bellingham - Bellingham High School,00250505,MATH,          72,46,           6,4,          66,42,          80,51,           6,4,         158,,     498.7,          51.8,         154,47,2019
Bellingham - Bellingham High School,00250505,SCI,          90,57,           6,4,          84,53,          61,39,           7,4,         158,,     501.3,,,55,2019
Bellingham - Bellingham Memorial School,00250315,ELA,         289,42,          30,4,         259,37,         347,50,          56,8,         692,,     497.2,          41.4,         671,30,2019
Bellingham - Bellingham Memorial School,00250315,MATH,         289,42,          32,5,         257,37,         329,47,          76,11,         694,,     495.8,          43.9,         672,35,2019
Bellingham - Bellingham Memorial School,00250315,SCI,          79,42,           6,3,          73,39,          87,47,          20,11,         186,,     496.2,,,37,2019
Bellingham - Joseph F DiPietro Elementary School,00250020,ELA,          45,54,           3,4,          42,50,          36,43,           3,4,          84,,     502.1,,,49,2019
Bellingham - Joseph F DiPietro Elementary School,00250020,MATH,          37,44,           7,8,          30,36,          36,43,          11,13,          84,,     497.8,,,43,2019
Bellingham - Stall Brook,00250025,ELA,          40,73,           4,7,          36,65,          14,25,           1,2,          55,,     507.1,,,69,2019
Bellingham - Stall Brook,00250025,MATH,          28,51,           3,5,          25,45,          26,47,           1,2,          55,,     501.8,,,59,2019
Belmont - Daniel Butler,00260015,ELA,         126,81,          54,35,          72,46,          28,18,           2,1,         156,,     521.7,          64.2,          81,99,2019
