school_name,school_code,subject,me_num,me_percent,e_num,e_percent,m_num,m_percent,pm_num,pm_percent,nm_num,nm_percent,num_of_students_included,part_rate_percent,avg_scaled_score,sgp,included_in_sgp,ach_pctl,year,grade,student_group
Bedford - Lt Job Lane School,00230012,ELA,         133,74,          29,16,         104,58,          41,23,           6,3,         180,98,     510.2,          65.5,         175,94,2022,5,ALL
Bedford - Lt Job Lane School,00230012,MATH,         120,66,          22,12,          98,54,          57,31,           6,3,         183,99,     508.0,          60.5,         177,89,2022,5,ALL
Bedford - Lt Job Lane School,00230012,SCI,         128,71,          32,18,          96,53,          40,22,          12,7,         180,98,     510.7,,,89,2022,5,ALL
Belchertown - Chestnut Hill Community School,00240006,ELA,          43,28,           0,0,          43,28,         102,67,           7,5,         152,99,     493.0,          40.5,         139,43,2022,5,ALL
Belchertown - Chestnut Hill Community School,00240006,MATH,          41,27,           1,1,          40,26,          98,64,          14,9,         153,99,     492.0,          45.8,         137,46,2022,5,ALL
Belchertown - Chestnut Hill Community School,00240006,SCI,          66,43,           9,6,          57,37,          79,52,           8,5,         153,99,     498.4,,,57,2022,5,ALL
Bellingham - Bellingham Memorial School,00250315,ELA,          47,30,           3,2,          44,28,          96,62,          12,8,         155,100,     491.7,          49.4,         152,38,2022,5,ALL
Bellingham - Bellingham Memorial School,00250315,MATH,          38,25,           1,1,          37,24,          98,63,          19,12,         155,100,     489.3,          45.6,         153,38,2022,5,ALL
Bellingham - Bellingham Memorial School,00250315,SCI,          47,30,           4,3,          43,28,          87,56,          21,14,         155,100,     490.5,,,36,2022,5,ALL
Belmont - Winthrop L Chenery Middle,00260305,ELA,         247,73,          34,10,         213,63,          81,24,          11,3,         339,99,     508.8,          53.2,         320,90,2022,5,ALL
Belmont - Winthrop L Chenery Middle,00260305,MATH,         261,77,          55,16,         206,61,          63,19,          13,4,         337,99,     513.2,          58.2,         320,96,2022,5,ALL
Belmont - Winthrop L Chenery Middle,00260305,SCI,         286,84,         128,38,         158,47,          40,12,          13,4,         339,99,     521.7,,,99,2022,5,ALL
Benjamin Banneker Charter Public (District) - Benjamin Banneker Charter Public School,04200205,ELA,          34,76,           8,18,          26,58,          10,22,           1,2,          45,100,     513.9,          70.7,          44,98,2022,5,ALL
Benjamin Banneker Charter Public (District) - Benjamin Banneker Charter Public School,04200205,MATH,          31,69,           4,9,          27,60,          12,27,           2,4,          45,100,     508.1,          70.4,          44,89,2022,5,ALL
