school_name,school_code,subject,me_num,me_percent,e_num,e_percent,m_num,m_percent,pm_num,pm_percent,nm_num,nm_percent,num_of_students_included,part_rate_percent,avg_scaled_score,sgp,included_in_sgp,year,grade,student_group
Attleboro - A. Irvin Studley Elementary School,00160001,ELA,           9,45,           2,10,           7,35,           8,40,           3,15,          20,100,     493.6,,,2021,ALL,ever EL
Attleboro - A. Irvin Studley Elementary School,00160001,MATH,           3,15,           1,5,           2,10,          11,55,           6,30,          20,100,     482.1,,,2021,ALL,ever EL
Attleboro - Cyril K. Brennan Middle School,00160315,ELA,          28,25,           6,5,          22,20,          48,44,          34,31,         110,100,     485.2,          35.4,          87,2021,ALL,ever EL
Attleboro - Cyril K. Brennan Middle School,00160315,MATH,          20,18,           4,4,          16,15,          55,50,          34,31,         109,99,     481.8,          28.0,          86,2021,ALL,ever EL
Attleboro - Cyril K. Brennan Middle School,00160315,SCI,          13,28,           1,2,          12,26,          16,35,          17,37,          46,98,     481.5,,,2021,ALL,ever EL
Attleboro - Hill-Roberts Elementary School,00160045,ELA,           8,44,           0,0,           8,44,           8,44,           2,11,          18,100,     494.8,,,2021,ALL,ever EL
Attleboro - Hill-Roberts Elementary School,00160045,MATH,           3,17,           0,0,           3,17,           8,44,           7,39,          18,100,     476.9,,,2021,ALL,ever EL
Attleboro - Hyman Fine Elementary School,00160040,ELA,          11,35,           1,3,          10,32,          17,55,           3,10,          31,100,     491.4,,,2021,ALL,ever EL
Attleboro - Hyman Fine Elementary School,00160040,MATH,           4,13,           0,0,           4,13,          15,48,          12,39,          31,100,     475.0,,,2021,ALL,ever EL
Attleboro - Peter Thacher Elementary School,00160050,ELA,           5,19,           0,0,           5,19,          15,58,           6,23,          26,100,     485.4,,,2021,ALL,ever EL
Attleboro - Peter Thacher Elementary School,00160050,MATH,           4,15,           1,4,           3,12,          10,38,          12,46,          26,100,     473.3,,,2021,ALL,ever EL
Attleboro - Robert J. Coelho Middle School,00160305,ELA,          20,31,           4,6,          16,25,          33,52,          11,17,          64,100,     490.5,          30.6,          62,2021,ALL,ever EL
Attleboro - Robert J. Coelho Middle School,00160305,MATH,          23,36,           3,5,          20,31,          35,55,           6,9,          64,100,     494.2,          36.0,          62,2021,ALL,ever EL
Attleboro - Robert J. Coelho Middle School,00160305,SCI,           9,31,           2,7,           7,24,          16,55,           4,14,          29,100,     493.2,,,2021,ALL,ever EL
Attleboro - Thomas Willett Elementary School,00160035,ELA,           5,28,           1,6,           4,22,          10,56,           3,17,          18,100,     488.2,,,2021,ALL,ever EL
Attleboro - Thomas Willett Elementary School,00160035,MATH,           4,22,           0,0,           4,22,           5,28,           9,50,          18,100,     471.2,,,2021,ALL,ever EL
Attleboro - Wamsutta Middle School,00160320,ELA,          28,26,           3,3,          25,24,          50,47,          28,26,         106,99,     486.7,          34.1,         102,2021,ALL,ever EL
Attleboro - Wamsutta Middle School,00160320,MATH,          21,20,           1,1,          20,19,          57,54,          28,26,         106,99,     482.6,          27.8,         102,2021,ALL,ever EL
Attleboro - Wamsutta Middle School,00160320,SCI,           9,22,           0,0,           9,22,          20,49,          12,29,          41,98,     483.0,,,2021,ALL,ever EL
Auburn - Auburn Middle,00170305,ELA,          29,48,           6,10,          23,38,          19,31,          13,21,          61,98,     494.6,          31.5,          60,2021,ALL,ever EL
Auburn - Auburn Middle,00170305,MATH,          23,38,           4,7,          19,31,          34,56,           4,7,          61,98,     496.8,          40.8,          60,2021,ALL,ever EL
Auburn - Auburn Middle,00170305,SCI,           8,42,           3,16,           5,26,           8,42,           3,16,          19,95,     498.9,,,2021,ALL,ever EL
Auburn - Swanson Road Intermediate School,00170030,ELA,          28,47,           1,2,          27,46,          24,41,           7,12,          59,100,     497.4,          38.6,          23,2021,ALL,ever EL
Auburn - Swanson Road Intermediate School,00170030,MATH,          21,36,           0,0,          21,36,          27,46,          11,19,          59,100,     490.7,          50.1,          23,2021,ALL,ever EL
Auburn - Swanson Road Intermediate School,00170030,SCI,          11,48,           2,9,           9,39,           9,39,           3,13,          23,100,     498.4,,,2021,ALL,ever EL
Avon - Avon Middle High School,00180510,ELA,           1,8,           0,0,           1,8,           9,75,           2,17,          12,100,     485.1,,           9,2021,ALL,ever EL
Avon - Avon Middle High School,00180510,MATH,           0,0,           0,0,           0,0,           8,67,           4,33,          12,100,     472.8,,           9,2021,ALL,ever EL
Avon - Ralph D Butler,00180010,ELA,           8,25,           1,3,           7,22,          19,59,           5,16,          32,100,     489.4,,          15,2021,ALL,ever EL
Avon - Ralph D Butler,00180010,MATH,           2,6,           1,3,           1,3,          12,38,          18,56,          32,100,     471.5,,          15,2021,ALL,ever EL
Ayer Shirley School District - Ayer Shirley Regional Middle School,06160305,ELA,          11,28,           2,5,           9,23,          17,44,          11,28,          39,100,     486.5,          40.1,          33,2021,ALL,ever EL
Ayer Shirley School District - Ayer Shirley Regional Middle School,06160305,MATH,           5,13,           0,0,           5,13,          23,59,          11,28,          39,100,     478.7,          26.2,          33,2021,ALL,ever EL
Ayer Shirley School District - Page Hilltop Elementary School,06160002,ELA,           7,29,           0,0,           7,29,          13,54,           4,17,          24,100,     489.9,,           9,2021,ALL,ever EL
Ayer Shirley School District - Page Hilltop Elementary School,06160002,MATH,           1,4,           0,0,           1,4,          13,54,          10,42,          24,100,     470.2,,           9,2021,ALL,ever EL
Ayer Shirley School District - Page Hilltop Elementary School,06160002,SCI,           1,9,           0,0,           1,9,           8,73,           2,18,          11,100,     481.4,,,2021,ALL,ever EL
Barnstable - Barnstable Community Innovation School,00200012,ELA,           9,38,           1,4,           8,33,          12,50,           3,13,          24,100,     494.0,,,2021,ALL,ever EL
Barnstable - Barnstable Community Innovation School,00200012,MATH,           5,21,           0,0,           5,21,          15,63,           4,17,          24,100,     485.8,,,2021,ALL,ever EL
Barnstable - Barnstable High,00200505,ELA,          26,27,           1,1,          25,26,          39,41,          30,32,          95,93,     482.8,          38.2,          83,2021,ALL,ever EL
Barnstable - Barnstable High,00200505,MATH,          16,17,           0,0,          16,17,          53,55,          27,28,          96,94,     479.9,          25.0,          84,2021,ALL,ever EL
Barnstable - Barnstable High,00200505,SCI,          19,23,           0,0,          19,23,          40,48,          25,30,          84,92,     483.3,,,2021,ALL,ever EL
Barnstable - Barnstable Intermediate School,00200315,ELA,          35,19,           5,3,          30,17,          80,44,          66,36,         181,90,     480.3,          32.7,         143,2021,ALL,ever EL
Barnstable - Barnstable Intermediate School,00200315,MATH,          23,12,           2,1,          21,11,          99,54,          63,34,         185,92,     479.2,          28.7,         150,2021,ALL,ever EL
Barnstable - Barnstable United Elementary School,00200050,ELA,          37,24,           0,0,          37,24,          77,49,          42,27,         156,99,     482.6,          24.1,          68,2021,ALL,ever EL
Barnstable - Barnstable United Elementary School,00200050,MATH,          18,12,           1,1,          17,11,          88,56,          50,32,         156,99,     476.7,          24.2,          68,2021,ALL,ever EL
Barnstable - Barnstable United Elementary School,00200050,SCI,          18,22,           0,0,          18,22,          37,45,          28,34,          83,100,     479.8,,,2021,ALL,ever EL
Barnstable - Centerville Elementary,00200010,ELA,           2,17,           0,0,           2,17,           4,33,           6,50,          12,100,     484.9,,,2021,ALL,ever EL
Barnstable - Centerville Elementary,00200010,MATH,           2,17,           0,0,           2,17,           1,8,           9,75,          12,100,     472.6,,,2021,ALL,ever EL
Barnstable - Hyannis West Elementary,00200025,ELA,           9,30,           1,3,           8,27,          16,53,           5,17,          30,100,     486.8,,,2021,ALL,ever EL
Barnstable - Hyannis West Elementary,00200025,MATH,           6,20,           0,0,           6,20,          14,47,          10,33,          30,100,     478.1,,,2021,ALL,ever EL
Baystate Academy Charter Public School (District) - Baystate Academy Charter Public School,35020405,ELA,          15,21,           1,1,          14,20,          25,35,          31,44,          71,97,     478.1,          30.2,          69,2021,ALL,ever EL
Baystate Academy Charter Public School (District) - Baystate Academy Charter Public School,35020405,MATH,           5,7,           0,0,           5,7,          44,62,          22,31,          71,97,     475.0,          18.1,          69,2021,ALL,ever EL
