school_name,school_code,subject,me_num,me_percent,e_num,e_percent,m_num,m_percent,pm_num,pm_percent,nm_num,nm_percent,num_of_students_included,part_rate_percent,avg_scaled_score,sgp,included_in_sgp,ach_pctl,year,grade,student_group
Ashland - David Mindess,00140015,MATH,         123,42,          11,4,         112,38,         131,45,          37,13,         291,100,     495.6,          47.7,         191,58,2022,ALL,female
Ashland - David Mindess,00140015,SCI,          53,50,           9,8,          44,41,          46,43,           8,7,         107,100,     500.0,,,66,2022,ALL,female
Athol-Royalston - Athol Community Elementary School,06150020,ELA,          25,26,           1,1,          24,25,          52,55,          18,19,          95,99,     488.0,          32.1,          47,20,2022,ALL,female
Athol-Royalston - Athol Community Elementary School,06150020,MATH,          25,27,           3,3,          22,23,          45,48,          24,26,          94,98,     486.1,          35.5,          46,28,2022,ALL,female
Athol-Royalston - Athol-Royalston Middle School,06150305,ELA,          41,23,           5,3,          36,20,          80,44,          59,33,         180,97,     484.0,          40.0,         168,12,2022,ALL,female
Athol-Royalston - Athol-Royalston Middle School,06150305,MATH,          32,18,           0,0,          32,18,         111,61,          39,21,         182,98,     484.3,          49.2,         173,25,2022,ALL,female
Athol-Royalston - Athol-Royalston Middle School,06150305,SCI,          25,29,           2,2,          23,27,          41,48,          19,22,          85,92,     487.8,,,31,2022,ALL,female
Athol-Royalston - Royalston Community School,06150050,ELA,          20,57,           3,9,          17,49,          12,34,           3,9,          35,100,     500.2,          46.7,          26,59,2022,ALL,female
Athol-Royalston - Royalston Community School,06150050,MATH,          20,57,           1,3,          19,54,           9,26,           6,17,          35,100,     494.7,          49.9,          26,55,2022,ALL,female
Atlantis Charter (District) - Atlantis Charter School,04910550,ELA,         143,41,          10,3,         133,38,         168,48,          39,11,         350,100,     494.3,          50.8,         286,39,2022,ALL,female
Atlantis Charter (District) - Atlantis Charter School,04910550,MATH,          76,22,           2,1,          74,21,         222,63,          52,15,         350,100,     487.4,          42.7,         286,32,2022,ALL,female
Atlantis Charter (District) - Atlantis Charter School,04910550,SCI,          36,32,           2,2,          34,30,          56,50,          20,18,         112,100,     491.1,,,39,2022,ALL,female
Attleboro - A. Irvin Studley Elementary School,00160001,ELA,          44,55,           8,10,          36,45,          29,36,           7,9,          80,100,     503.3,          59.3,          39,70,2022,ALL,female
Attleboro - A. Irvin Studley Elementary School,00160001,MATH,          35,44,           3,4,          32,40,          34,43,          11,14,          80,100,     494.8,          45.0,          39,56,2022,ALL,female
Attleboro - Cyril K. Brennan Middle School,00160315,ELA,         129,45,          14,5,         115,40,         122,43,          35,12,         286,99,     496.7,          47.4,         267,45,2022,ALL,female
Attleboro - Cyril K. Brennan Middle School,00160315,MATH,          90,31,           4,1,          86,30,         155,54,          42,15,         287,100,     491.6,          47.2,         268,46,2022,ALL,female
Attleboro - Cyril K. Brennan Middle School,00160315,SCI,          46,33,           3,2,          43,31,          65,47,          28,20,         139,99,     490.4,,,37,2022,ALL,female
Attleboro - Hill-Roberts Elementary School,00160045,ELA,          31,37,           3,4,          28,34,          37,45,          15,18,          83,100,     492.5,          40.2,          43,33,2022,ALL,female
Attleboro - Hill-Roberts Elementary School,00160045,MATH,          32,39,           0,0,          32,39,          39,47,          12,14,          83,100,     489.8,          51.5,          43,41,2022,ALL,female
Attleboro - Hyman Fine Elementary School,00160040,ELA,          45,47,           6,6,          39,41,          41,43,          10,10,          96,99,     496.5,          56.4,          53,44,2022,ALL,female
Attleboro - Hyman Fine Elementary School,00160040,MATH,          37,39,           5,5,          32,33,          44,46,          15,16,          96,99,     492.2,          59.5,          53,48,2022,ALL,female
Attleboro - Peter Thacher Elementary School,00160050,ELA,          40,53,           6,8,          34,45,          30,40,           5,7,          75,99,     501.7,          55.2,          39,65,2022,ALL,female
Attleboro - Peter Thacher Elementary School,00160050,MATH,          34,45,           2,3,          32,43,          34,45,           7,9,          75,99,     498.1,          65.3,          39,66,2022,ALL,female
Attleboro - Robert J. Coelho Middle School,00160305,ELA,         114,44,           9,3,         105,40,         127,49,          20,8,         261,100,     497.0,          48.3,         249,46,2022,ALL,female
Attleboro - Robert J. Coelho Middle School,00160305,MATH,         116,45,          15,6,         101,39,         121,47,          22,8,         259,99,     498.0,          52.6,         247,66,2022,ALL,female
Attleboro - Robert J. Coelho Middle School,00160305,SCI,          64,44,          10,7,          54,38,          66,46,          14,10,         144,99,     497.3,,,56,2022,ALL,female
Attleboro - Thomas Willett Elementary School,00160035,ELA,          25,40,           2,3,          23,37,          26,42,          11,18,          62,100,     493.2,          45.3,          27,35,2022,ALL,female
Attleboro - Thomas Willett Elementary School,00160035,MATH,          22,35,           4,6,          18,29,          25,40,          15,24,          62,100,     487.9,          39.6,          27,34,2022,ALL,female
Attleboro - Wamsutta Middle School,00160320,ELA,         115,42,          12,4,         103,38,         130,48,          26,10,         271,99,     495.9,          42.4,         265,43,2022,ALL,female
