school_name,school_code,subject,me_num,me_percent,e_num,e_percent,m_num,m_percent,pm_num,pm_percent,nm_num,nm_percent,num_of_students_included,part_rate_percent,avg_scaled_score,sgp,included_in_sgp,ach_pctl,year
Lexington - Maria Hastings,1550035,SCI,         109,81,          33,25,          76,57,          24,18,           1,1,         134,100,516.5,,,98.0,2022
Lexington - Wm Diamond Middle,1550310,ELA,         698,78,         210,23,         488,55,         162,18,          35,4,         895,99,515.1,61.5,         828,99.0,2022
Lexington - Wm Diamond Middle,1550310,MATH,         741,83,         332,37,         409,46,         127,14,          22,2,         890,99,521.8,65.7,         827,99.0,2022
Lexington - Wm Diamond Middle,1550310,SCI,         254,86,          94,32,         160,54,          36,12,           5,2,         295,99,518.7,,,98.0,2022
Libertas Academy Charter School (District) - Libertas Academy Charter School,35140305,ELA,          72,30,           8,3,          64,26,         105,43,          66,27,         243,99,486.3,62.0,         204,24.0,2022
Libertas Academy Charter School (District) - Libertas Academy Charter School,35140305,MATH,          55,23,           3,1,          52,22,         127,54,          54,23,         236,98,485.2,58.9,         199,26.0,2022
Libertas Academy Charter School (District) - Libertas Academy Charter School,35140305,SCI,          11,13,           0,0,          11,13,          51,62,          20,24,          82,100,482.2,,,19.0,2022
Lincoln - Hanscom Middle,1570305,ELA,          81,41,           7,4,          74,37,          96,48,          23,12,         200,99,496.0,47.6,         137,55.0,2022
Lincoln - Hanscom Middle,1570305,MATH,          67,34,           4,2,          63,32,         118,59,          14,7,         199,100,493.8,50.4,         135,51.0,2022
Lincoln - Hanscom Middle,1570305,SCI,          38,56,           4,6,          34,50,          27,40,           3,4,          68,99,500.5,,,66.0,2022
Lincoln - Hanscom Primary,1570006,ELA,          19,41,           0,0,          19,41,          25,54,           2,4,          46,98,493.8,,,46.0,2022
Lincoln - Hanscom Primary,1570006,MATH,          14,30,           0,0,          14,30,          22,47,          11,23,          47,100,486.3,,,28.0,2022
Lincoln - Lincoln School,1570025,ELA,         250,73,          64,19,         186,54,          75,22,          19,6,         344,99,510.4,63.2,         266,95.0,2022
Lincoln - Lincoln School,1570025,MATH,         237,69,          65,19,         172,50,          84,24,          24,7,         345,99,509.4,56.9,         264,91.0,2022
Lincoln - Lincoln School,1570025,SCI,          92,78,          22,19,          70,59,          23,19,           3,3,         118,98,512.2,,,93.0,2022
Littleton - Littleton Middle School,1580305,ELA,         220,56,          32,8,         188,48,         133,34,          37,9,         390,99,500.9,53.0,         368,72.0,2022
Littleton - Littleton Middle School,1580305,MATH,         186,48,          30,8,         156,40,         180,46,          24,6,         390,99,499.7,46.4,         367,68.0,2022
Littleton - Littleton Middle School,1580305,SCI,          73,57,          10,8,          63,49,          49,38,           7,5,         129,98,501.6,,,69.0,2022
Littleton - Russell St Elementary,1580015,ELA,         207,56,          34,9,         173,47,         149,40,          15,4,         371,99,503.3,50.1,         238,79.0,2022
Littleton - Russell St Elementary,1580015,MATH,         192,52,          18,5,         174,47,         150,40,          29,8,         371,99,499.6,48.1,         237,68.0,2022
Littleton - Russell St Elementary,1580015,SCI,          73,63,          19,16,          54,47,          36,31,           7,6,         116,99,506.9,,,83.0,2022
Longmeadow - Blueberry Hill,1590005,ELA,         151,65,          26,11,         125,54,          71,31,           9,4,         231,100,507.3,63.6,         148,90.0,2022
Longmeadow - Blueberry Hill,1590005,MATH,         131,57,          24,10,         107,47,          91,40,           8,3,         230,100,505.3,51.0,         148,84.0,2022
Longmeadow - Blueberry Hill,1590005,SCI,          56,72,           9,12,          47,60,          21,27,           1,1,          78,99,510.8,,,91.0,2022
Longmeadow - Center,1590010,ELA,         132,63,          16,8,         116,55,          69,33,           9,4,         210,100,505.2,58.4,         132,85.0,2022
Longmeadow - Center,1590010,MATH,         120,57,          18,9,         102,49,          76,36,          14,7,         210,100,501.6,56.7,         132,74.0,2022
Longmeadow - Center,1590010,SCI,          37,52,           2,3,          35,49,          26,37,           8,11,          71,100,498.6,,,59.0,2022
Longmeadow - Glenbrook Middle,1590017,ELA,         194,59,          37,11,         157,48,         109,33,          24,7,         327,99,503.9,53.5,         315,81.0,2022
Longmeadow - Glenbrook Middle,1590017,MATH,         184,56,          37,11,         147,45,         130,40,          14,4,         328,99,505.1,62.6,         316,84.0,2022
Longmeadow - Glenbrook Middle,1590017,SCI,          72,68,          14,13,          58,55,          28,26,           6,6,         106,97,505.4,,,80.0,2022
Longmeadow - Williams Middle,1590305,ELA,         175,58,          25,8,         150,50,         102,34,          26,9,         303,98,502.0,51.2,         282,76.0,2022
Longmeadow - Williams Middle,1590305,MATH,         174,58,          23,8,         151,50,         109,36,          17,6,         300,98,503.3,52.6,         277,80.0,2022
Longmeadow - Williams Middle,1590305,SCI,          81,66,          14,11,          67,55,          32,26,           9,7,         122,97,505.9,,,81.0,2022
Longmeadow - Wolf Swamp Road,1590025,ELA,         114,64,          10,6,         104,58,          63,35,           2,1,         179,99,504.9,51.2,         104,84.0,2022
Longmeadow - Wolf Swamp Road,1590025,MATH,         127,71,          21,12,         106,59,          48,27,           4,2,         179,99,509.1,62.1,         105,90.0,2022
Longmeadow - Wolf Swamp Road,1590025,SCI,          40,70,           6,11,          34,60,          14,25,           3,5,          57,100,509.2,,,87.0,2022
Lowell - Abraham Lincoln,1600020,ELA,          43,25,           3,2,          40,24,          84,49,          43,25,         170,100,485.8,64.3,          81,21.0,2022
Lowell - Abraham Lincoln,1600020,MATH,          43,25,           2,1,          41,24,          86,51,          41,24,         170,100,484.6,63.6,          81,24.0,2022
Lowell - B.F. Butler Middle School,1600310,ELA,         102,21,           4,1,          98,20,         238,50,         140,29,         480,100,482.6,41.1,         427,14.0,2022
Lowell - B.F. Butler Middle School,1600310,MATH,         120,25,           8,2,         112,23,         260,55,          97,20,         477,100,486.9,49.9,         426,29.0,2022
Lowell - B.F. Butler Middle School,1600310,SCI,          45,19,           6,3,          39,16,         128,53,          67,28,         240,100,482.6,,,19.0,2022
Lowell - Bartlett Community Partnership,1600090,ELA,          57,21,           7,3,          50,19,         115,43,          95,36,         267,97,482.8,49.6,         194,15.0,2022
Lowell - Bartlett Community Partnership,1600090,MATH,          42,16,           2,1,          40,15,         136,51,          88,33,         266,97,481.3,42.6,         193,17.0,2022
Lowell - Bartlett Community Partnership,1600090,SCI,          19,21,           0,0,          19,21,          44,48,          29,32,          92,98,483.9,,,21.0,2022
Lowell - Charles W Morey,1600030,ELA,          50,30,           4,2,          46,28,          83,50,          32,19,         165,98,489.6,57.9,          59,32.0,2022
Lowell - Charles W Morey,1600030,MATH,          57,35,           5,3,          52,32,          81,49,          27,16,         165,98,491.2,69.4,          61,43.0,2022
Lowell - Charlotte M Murkland Elementary,1600080,ELA,          45,27,           3,2,          42,25,          91,54,          32,19,         168,100,487.8,52.4,          75,27.0,2022
Lowell - Charlotte M Murkland Elementary,1600080,MATH,          65,39,           7,4,          58,35,          79,47,          24,14,         168,100,492.7,60.8,          75,47.0,2022
Lowell - Dr An Wang School,1600345,ELA,         199,32,          29,5,         170,27,         255,41,         169,27,         623,99,487.6,46.7,         564,26.0,2022
Lowell - Dr An Wang School,1600345,MATH,         156,25,          17,3,         139,22,         334,54,         131,21,         621,99,486.6,46.7,         557,29.0,2022
Lowell - Dr An Wang School,1600345,SCI,          98,31,          12,4,          86,28,         135,43,          79,25,         312,99,486.3,,,26.0,2022
Lowell - Dr Gertrude Bailey,1600002,ELA,          63,38,           6,4,          57,34,          73,44,          31,19,         167,100,494.3,61.9,          75,48.0,2022
Lowell - Dr Gertrude Bailey,1600002,MATH,          79,47,          11,7,          68,41,          66,40,          22,13,         167,100,499.3,55.5,          75,67.0,2022
Lowell - Dr. Janice Adie Day School,1600605,ELA,           0,0,           0,0,           0,0,           0,0,          33,100,          33,100,447.0,,           3,,2022
Lowell - Dr. Janice Adie Day School,1600605,MATH,           0,0,           0,0,           0,0,           0,0,          33,100,          33,100,446.3,,           3,,2022
Lowell - Dr. Janice Adie Day School,1600605,SCI,           0,0,           0,0,           0,0,           0,0,          12,100,          12,100,443.0,,,,2022
Lowell - Greenhalge,1600015,ELA,          26,17,           1,1,          25,17,          74,50,          49,33,         149,100,481.0,42.2,          60,11.0,2022
Lowell - Greenhalge,1600015,MATH,          25,17,           0,0,          25,17,          73,49,          50,34,         148,100,480.0,42.3,          59,14.0,2022
Lowell - Henry J Robinson Middle,1600330,ELA,          97,17,           6,1,          91,16,         214,38,         247,44,         558,99,476.1,45.7,         481,5.0,2022
Lowell - Henry J Robinson Middle,1600330,MATH,          50,9,           2,0,          48,9,         279,50,         230,41,         559,100,475.0,44.0,         488,7.0,2022
Lowell - Henry J Robinson Middle,1600330,SCI,          25,9,           2,1,          23,9,         117,44,         125,47,         267,100,473.4,,,5.0,2022
Lowell - James S Daley Middle School,1600315,ELA,         254,41,          44,7,         210,34,         263,42,         107,17,         624,99,495.9,54.0,         549,54.0,2022
Lowell - James S Daley Middle School,1600315,MATH,         283,45,          32,5,         251,40,         267,43,          74,12,         624,99,498.7,57.4,         550,65.0,2022
Lowell - James S Daley Middle School,1600315,SCI,         112,38,          11,4,         101,34,         133,45,          50,17,         295,98,495.1,,,48.0,2022
Lowell - James Sullivan Middle School,1600340,ELA,         127,22,          10,2,         117,21,         233,41,         209,37,         569,99,479.9,43.6,         484,9.0,2022
Lowell - James Sullivan Middle School,1600340,MATH,          80,14,           2,0,          78,14,         297,52,         190,34,         567,100,479.4,42.2,         485,13.0,2022
