school_name,school_code,subject,me_num,me_percent,e_num,e_percent,m_num,m_percent,pm_num,pm_percent,nm_num,nm_percent,num_of_students_included,part_rate_percent,avg_scaled_score,sgp,included_in_sgp,ach_pctl,year
Holyoke - Lt Clayre Sullivan Elementary,1370055,SCI,          18,15,           2,2,          16,14,          55,47,          44,38,         117,97,478.2,,,10.0,2022
Holyoke - Lt Elmer J McMahon Elementary,1370015,ELA,          38,18,           4,2,          34,16,          99,46,          76,36,         213,99,478.9,42.7,         175,7.0,2022
Holyoke - Lt Elmer J McMahon Elementary,1370015,MATH,          16,8,           0,0,          16,8,         124,58,          73,34,         213,99,476.3,48.1,         177,8.0,2022
Holyoke - Lt Elmer J McMahon Elementary,1370015,SCI,          16,19,           1,1,          15,18,          43,51,          25,30,          84,100,480.7,,,14.0,2022
Holyoke - Maurice A Donahue Elementary,1370060,ELA,           9,5,           0,0,           9,5,          87,45,          97,50,         193,99,474.1,45.0,         113,4.0,2022
Holyoke - Maurice A Donahue Elementary,1370060,MATH,           3,2,           0,0,           3,2,          59,31,         130,68,         192,99,463.0,35.8,         111,1.0,2022
Holyoke - Maurice A Donahue Elementary,1370060,SCI,          10,12,           0,0,          10,12,          34,40,          40,48,          84,100,473.1,,,4.0,2022
Holyoke - Morgan Full Service Community School,1370025,ELA,           6,9,           0,0,           6,9,          30,45,          30,45,          66,99,474.0,44.1,          34,4.0,2022
Holyoke - Morgan Full Service Community School,1370025,MATH,           3,5,           0,0,           3,5,          27,41,          36,55,          66,99,465.9,42.7,          34,2.0,2022
Holyoke - Veritas Prep Holyoke,1370075,ELA,          24,6,           0,0,          24,6,         138,37,         208,56,         370,99,468.5,39.6,         345,2.0,2022
Holyoke - Veritas Prep Holyoke,1370075,MATH,          10,3,           0,0,          10,3,         126,34,         236,63,         372,99,465.9,36.6,         341,2.0,2022
Holyoke - Veritas Prep Holyoke,1370075,SCI,           8,4,           0,0,           8,4,          56,30,         124,66,         188,97,465.7,,,1.0,2022
Holyoke - William R. Peck School,1370030,ELA,          12,6,           1,1,          11,6,          78,39,         108,55,         198,98,468.9,37.0,         179,2.0,2022
Holyoke - William R. Peck School,1370030,MATH,           2,1,           0,0,           2,1,          50,25,         145,74,         197,98,461.4,26.9,         177,1.0,2022
Holyoke - William R. Peck School,1370030,SCI,           3,3,           0,0,           3,3,          30,32,          62,65,          95,99,464.6,,,1.0,2022
Holyoke Community Charter (District) - Holyoke Community Charter School,4530005,ELA,         102,23,           5,1,          97,22,         255,57,          93,21,         450,100,486.5,52.0,         341,23.0,2022
Holyoke Community Charter (District) - Holyoke Community Charter School,4530005,MATH,          62,14,           1,0,          61,14,         284,63,         104,23,         450,100,482.2,53.1,         341,19.0,2022
Holyoke Community Charter (District) - Holyoke Community Charter School,4530005,SCI,          20,15,           1,1,          19,14,          85,63,          29,22,         134,100,484.6,,,23.0,2022
Hoosac Valley Regional - Hoosac Valley Elementary School,6030020,ELA,          24,38,           1,2,          23,37,          28,44,          11,17,          63,100,493.9,,,46.0,2022
Hoosac Valley Regional - Hoosac Valley Elementary School,6030020,MATH,          16,25,           0,0,          16,25,          34,54,          13,21,          63,100,484.7,,,24.0,2022
Hoosac Valley Regional - Hoosac Valley High School,6030505,ELA,          21,21,           0,0,          21,21,          58,58,          21,21,         100,100,484.7,46.7,          96,19.0,2022
Hoosac Valley Regional - Hoosac Valley High School,6030505,MATH,          13,13,           0,0,          13,13,          64,65,          21,21,          98,99,480.9,45.3,          95,16.0,2022
Hoosac Valley Regional - Hoosac Valley High School,6030505,SCI,          17,18,           1,1,          16,16,          59,61,          21,22,          97,97,482.5,,,19.0,2022
Hoosac Valley Regional - Hoosac Valley Middle School,6030315,ELA,          72,24,           5,2,          67,22,         148,49,          81,27,         301,100,484.0,44.5,         288,17.0,2022
Hoosac Valley Regional - Hoosac Valley Middle School,6030315,MATH,          50,17,           2,1,          48,16,         164,55,          86,29,         300,100,480.9,40.9,         288,16.0,2022
Hoosac Valley Regional - Hoosac Valley Middle School,6030315,SCI,          18,25,           1,1,          17,24,          35,49,          19,26,          72,100,485.0,,,24.0,2022
Hopedale - Hopedale Jr Sr High,1380505,ELA,          75,44,           8,5,          67,39,          80,47,          17,10,         172,96,496.7,42.2,         163,58.0,2022
Hopedale - Hopedale Jr Sr High,1380505,MATH,          67,39,           6,3,          61,35,          86,50,          20,12,         173,99,493.9,39.8,         164,51.0,2022
Hopedale - Hopedale Jr Sr High,1380505,SCI,          50,57,           6,7,          44,51,          32,37,           5,6,          87,98,502.6,,,72.0,2022
Hopedale - Memorial,1380010,ELA,         137,45,           9,3,         128,42,         128,42,          37,12,         302,97,495.9,51.8,         221,54.0,2022
Hopedale - Memorial,1380010,MATH,         151,49,          11,4,         140,45,         128,41,          31,10,         310,99,497.4,52.3,         225,61.0,2022
Hopedale - Memorial,1380010,SCI,          54,66,           8,10,          46,56,          24,29,           4,5,          82,99,505.6,,,80.0,2022
Hopkinton - Elmwood,1390010,ELA,         236,75,          60,19,         176,56,          71,23,           8,3,         315,98,513.6,,,98.0,2022
Hopkinton - Elmwood,1390010,MATH,         224,70,          56,18,         168,53,          79,25,          15,5,         318,100,511.4,,,93.0,2022
Hopkinton - Hopkins Elementary School,1390015,ELA,         454,76,         115,19,         339,57,         126,21,          19,3,         599,100,511.4,66.3,         574,96.0,2022
Hopkinton - Hopkins Elementary School,1390015,MATH,         464,78,         104,17,         360,60,         117,20,          17,3,         598,100,513.9,65.2,         572,97.0,2022
Hopkinton - Hopkins Elementary School,1390015,SCI,         244,77,          68,22,         176,56,          59,19,          12,4,         315,99,513.8,,,95.0,2022
Hopkinton - Hopkinton Middle School,1390305,ELA,         672,74,         183,20,         489,54,         190,21,          47,5,         909,100,512.2,55.9,         861,97.0,2022
Hopkinton - Hopkinton Middle School,1390305,MATH,         701,77,         274,30,         427,47,         178,20,          30,3,         909,100,517.3,64.7,         860,98.0,2022
Hopkinton - Hopkinton Middle School,1390305,SCI,         227,75,          54,18,         173,57,          70,23,           7,2,         304,99,511.9,,,92.0,2022
Hudson - C A Farley,1410030,ELA,          53,34,           8,5,          45,29,          86,55,          18,11,         157,99,492.0,47.5,          72,39.0,2022
Hudson - C A Farley,1410030,MATH,          26,17,           1,1,          25,16,          83,53,          47,30,         156,99,480.5,26.5,          70,16.0,2022
Hudson - David J. Quinn Middle School,1410410,ELA,         191,37,          18,4,         173,34,         239,47,          80,16,         510,99,492.8,51.3,         495,42.0,2022
Hudson - David J. Quinn Middle School,1410410,MATH,         139,27,          10,2,         129,25,         301,59,          71,14,         511,99,490.0,48.7,         493,39.0,2022
Hudson - David J. Quinn Middle School,1410410,SCI,          66,36,           4,2,          62,34,          84,46,          33,18,         183,99,491.2,,,37.0,2022
Hudson - Forest Avenue Elementary,1410015,ELA,          52,35,           5,3,          47,32,          75,51,          21,14,         148,99,491.2,35.0,          81,37.0,2022
Hudson - Forest Avenue Elementary,1410015,MATH,          61,41,           4,3,          57,39,          65,44,          21,14,         147,99,493.3,35.5,          80,50.0,2022
Hudson - Hudson High,1410505,ELA,          62,32,          10,5,          52,27,          85,44,          46,24,         193,99,488.4,44.4,         183,28.0,2022
Hudson - Hudson High,1410505,MATH,          46,24,           1,1,          45,24,         114,61,          28,15,         188,97,487.9,42.8,         179,33.0,2022
Hudson - Hudson High,1410505,SCI,          70,37,          10,5,          60,32,          82,43,          38,20,         190,98,490.4,,,35.0,2022
Hudson - Mulready Elementary,1410007,ELA,          29,34,           1,1,          28,33,          47,55,           9,11,          85,100,494.7,63.4,          36,49.0,2022
Hudson - Mulready Elementary,1410007,MATH,          30,35,           4,5,          26,31,          50,59,           5,6,          85,100,495.0,51.5,          36,54.0,2022
Hull - Lillian M Jacobs,1420015,ELA,          67,43,           5,3,          62,39,          82,52,           8,5,         157,93,497.1,43.8,          94,59.0,2022
Hull - Lillian M Jacobs,1420015,MATH,          80,51,           9,6,          71,45,          64,41,          13,8,         157,94,500.7,41.8,          94,71.0,2022
Hull - Lillian M Jacobs,1420015,SCI,          26,51,           5,10,          21,41,          23,45,           2,4,          51,91,503.7,,,76.0,2022
Hull - Memorial Middle,1420305,ELA,          65,38,           6,4,          59,35,          75,44,          30,18,         170,97,492.4,46.8,         150,40.0,2022
Hull - Memorial Middle,1420305,MATH,          61,36,           7,4,          54,32,          84,49,          26,15,         171,98,491.5,41.8,         151,44.0,2022
Hull - Memorial Middle,1420305,SCI,          18,30,           3,5,          15,25,          28,46,          15,25,          61,100,489.4,,,33.0,2022
Innovation Academy Charter (District) - Innovation Academy Charter School,4350305,ELA,         169,43,          17,4,         152,39,         169,43,          55,14,         393,98,495.2,42.7,         361,52.0,2022
Innovation Academy Charter (District) - Innovation Academy Charter School,4350305,MATH,         137,35,          10,3,         127,32,         214,54,          44,11,         395,99,493.2,42.0,         364,49.0,2022
Innovation Academy Charter (District) - Innovation Academy Charter School,4350305,SCI,          85,43,          10,5,          75,38,          85,43,          29,15,         199,99,493.6,,,45.0,2022
Ipswich - Ipswich Middle School,1440305,ELA,         214,61,          63,18,         151,43,         104,30,          32,9,         350,99,506.7,61.5,         331,88.0,2022
Ipswich - Ipswich Middle School,1440305,MATH,         201,57,          33,9,         168,48,         133,38,          17,5,         351,99,504.3,59.3,         332,82.0,2022
Ipswich - Ipswich Middle School,1440305,SCI,          67,55,          11,9,          56,46,          46,38,           9,7,         122,100,503.6,,,75.0,2022
Ipswich - Paul F Doyon Memorial,1440007,ELA,          86,46,           8,4,          78,42,          86,46,          13,7,         185,100,499.0,46.9,         122,66.0,2022
Ipswich - Paul F Doyon Memorial,1440007,MATH,          83,45,          10,5,          73,40,          83,45,          18,10,         184,100,497.2,49.3,         122,61.0,2022
Ipswich - Paul F Doyon Memorial,1440007,SCI,          33,54,           4,7,          29,48,          24,39,           4,7,          61,100,500.4,,,66.0,2022
Ipswich - Winthrop,1440015,ELA,          93,54,           9,5,          84,49,          72,42,           7,4,         172,100,502.3,47.4,         121,77.0,2022
Ipswich - Winthrop,1440015,MATH,          79,46,           6,3,          73,42,          81,47,          12,7,         172,100,498.6,42.4,         121,65.0,2022
Ipswich - Winthrop,1440015,SCI,          33,54,           5,8,          28,46,          24,39,           4,7,          61,100,501.7,,,70.0,2022
KIPP Academy Boston Charter School (District) - KIPP Academy Boston Charter School,4630205,ELA,          83,22,           0,0,          83,22,         192,50,         107,28,         382,99,484.0,50.6,         253,17.0,2022
KIPP Academy Boston Charter School (District) - KIPP Academy Boston Charter School,4630205,MATH,          76,20,           5,1,          71,19,         210,55,          96,25,         382,99,482.9,55.1,         247,20.0,2022
KIPP Academy Boston Charter School (District) - KIPP Academy Boston Charter School,4630205,SCI,          19,16,           0,0,          19,16,          68,56,          34,28,         121,99,481.7,,,17.0,2022
KIPP Academy Lynn Charter (District) - KIPP Academy Lynn Charter School,4290010,ELA,         239,32,           7,1,         232,31,         392,53,         114,15,         745,99,489.7,51.6,         401,33.0,2022
KIPP Academy Lynn Charter (District) - KIPP Academy Lynn Charter School,4290010,MATH,         253,34,          21,3,         232,31,         390,53,          97,13,         740,99,492.3,57.9,         396,46.0,2022
KIPP Academy Lynn Charter (District) - KIPP Academy Lynn Charter School,4290010,SCI,          68,27,           3,1,          65,26,         132,53,          48,19,         248,98,487.5,,,29.0,2022
King Philip - King Philip Middle School,6900510,ELA,         340,49,          37,5,         303,44,         283,41,          72,10,         695,99,498.7,42.6,         666,64.0,2022
King Philip - King Philip Middle School,6900510,MATH,         332,48,          46,7,         286,41,         301,43,          60,9,         693,99,499.0,45.1,         660,66.0,2022
King Philip - King Philip Middle School,6900510,SCI,         221,58,          18,5,         203,53,         134,35,          26,7,         381,98,501.0,,,67.0,2022
Kingston - Kingston Intermediate,1450020,ELA,         259,45,          32,6,         227,40,         247,43,          66,12,         572,99,496.8,47.9,         418,58.0,2022
Kingston - Kingston Intermediate,1450020,MATH,         281,49,          22,4,         259,45,         236,41,          60,10,         577,99,497.6,50.7,         420,62.0,2022
Kingston - Kingston Intermediate,1450020,SCI,          80,61,          20,15,          60,46,          41,31,          10,8,         131,100,504.9,,,78.0,2022
Lawrence - Alexander B Bruce,1490015,ELA,          66,16,           2,0,          64,16,         185,45,         157,38,         408,99,477.8,47.5,         330,6.0,2022
Lawrence - Alexander B Bruce,1490015,MATH,          58,14,           6,1,          52,13,         199,49,         150,37,         407,100,477.5,49.6,         326,10.0,2022
Lawrence - Alexander B Bruce,1490015,SCI,          13,9,           0,0,          13,9,          71,47,          68,45,         152,99,472.6,,,4.0,2022
Lawrence - Arlington Elementary,1490009,ELA,          23,10,           1,0,          22,10,          97,43,         105,47,         225,99,473.7,34.1,         105,3.0,2022
Lawrence - Arlington Elementary,1490009,MATH,          14,6,           1,0,          13,6,          82,36,         129,57,         225,100,467.3,41.5,         105,2.0,2022
Lawrence - Arlington Middle School,1490017,ELA,          58,11,           5,1,          53,10,         224,42,         246,47,         528,99,473.4,42.1,         506,3.0,2022
Lawrence - Arlington Middle School,1490017,MATH,          58,11,           2,0,          56,11,         282,54,         187,35,         527,99,477.3,45.4,         505,10.0,2022
Lawrence - Arlington Middle School,1490017,SCI,          35,14,           0,0,          35,14,          93,38,         114,47,         242,97,474.1,,,6.0,2022
Lawrence - Edward F. Parthum,1490053,ELA,          62,23,           4,1,          58,21,         135,49,          77,28,         274,100,483.9,44.6,         125,17.0,2022
Lawrence - Edward F. Parthum,1490053,MATH,          61,22,           4,1,          57,21,         136,50,          76,28,         273,100,484.3,50.0,         123,23.0,2022
Lawrence - Emily G Wetherbee,1490080,ELA,          61,17,           3,1,          58,16,         187,53,         106,30,         354,99,480.8,48.0,         288,11.0,2022
Lawrence - Emily G Wetherbee,1490080,MATH,          71,20,           4,1,          67,19,         188,53,          95,27,         354,99,483.3,50.9,         288,21.0,2022
Lawrence - Emily G Wetherbee,1490080,SCI,          25,19,           3,2,          22,17,          66,50,          41,31,         132,99,481.4,,,17.0,2022
Lawrence - Francis M Leahy,1490040,ELA,          26,12,           0,0,          26,12,         128,58,          65,30,         219,99,478.8,51.2,         136,7.0,2022
Lawrence - Francis M Leahy,1490040,MATH,          13,6,           0,0,          13,6,          91,41,         117,53,         221,100,467.7,37.2,         141,3.0,2022
Lawrence - Francis M Leahy,1490040,SCI,          16,20,           0,0,          16,20,          45,56,          20,25,          81,100,483.5,,,21.0,2022
Lawrence - Frost Middle School,1490525,ELA,         130,26,          12,2,         118,24,         202,40,         167,33,         499,99,483.8,54.1,         465,17.0,2022
Lawrence - Frost Middle School,1490525,MATH,         119,24,           2,0,         117,23,         253,51,         126,25,         498,99,484.7,53.2,         466,24.0,2022
Lawrence - Frost Middle School,1490525,SCI,          58,24,           1,0,          57,23,         105,43,          82,33,         245,100,481.2,,,16.0,2022
Lawrence - Gerard A. Guilmette,1490022,ELA,          22,10,           0,0,          22,10,          94,41,         113,49,         229,97,471.5,35.1,         114,2.0,2022
Lawrence - Gerard A. Guilmette,1490022,MATH,          11,5,           0,0,          11,5,          74,32,         146,63,         231,99,464.4,28.9,         117,2.0,2022
Lawrence - Guilmette Middle School,1490025,ELA,          87,19,           3,1,          84,19,         177,40,         183,41,         447,99,479.0,54.4,         425,8.0,2022
Lawrence - Guilmette Middle School,1490025,MATH,          66,15,           2,0,          64,14,         229,51,         152,34,         447,100,479.3,54.8,         426,13.0,2022
Lawrence - Guilmette Middle School,1490025,SCI,          37,16,           2,1,          35,15,         117,50,          78,34,         232,100,479.8,,,13.0,2022
Lawrence - John K Tarbox,1490075,ELA,          24,15,           1,1,          23,14,          73,45,          64,40,         161,100,477.4,46.9,         107,6.0,2022
Lawrence - John K Tarbox,1490075,MATH,          35,22,           1,1,          34,21,          79,49,          46,29,         160,99,482.3,53.9,         106,19.0,2022
Lawrence - John K Tarbox,1490075,SCI,          12,24,           1,2,          11,22,          24,48,          14,28,          50,98,484.5,,,23.0,2022
Lawrence - Leonard Middle School,1490090,ELA,          54,17,           4,1,          50,16,         117,37,         144,46,         315,99,475.3,47.5,         302,4.0,2022
Lawrence - Leonard Middle School,1490090,MATH,          53,17,           6,2,          47,15,         153,48,         112,35,         318,100,478.8,55.9,         305,12.0,2022
Lawrence - Leonard Middle School,1490090,SCI,          18,17,           1,1,          17,16,          49,46,          39,37,         106,100,480.4,,,13.0,2022
Lawrence - Oliver Elementary School,1490048,ELA,          16,6,           0,0,          16,6,         103,39,         142,54,         261,99,470.5,40.3,         177,2.0,2022
Lawrence - Oliver Elementary School,1490048,MATH,           5,2,           0,0,           5,2,          89,34,         167,64,         261,99,464.2,36.6,         177,2.0,2022
Lawrence - Oliver Elementary School,1490048,SCI,           5,5,           1,1,           4,4,          45,47,          46,48,          96,100,469.5,,,2.0,2022
Lawrence - Oliver Middle School,1490049,ELA,          44,15,           0,0,          44,15,         114,40,         126,44,         284,99,474.4,48.8,         265,4.0,2022
Lawrence - Oliver Middle School,1490049,MATH,          62,22,           2,1,          60,21,         140,49,          83,29,         285,99,481.0,56.5,         265,16.0,2022
Lawrence - Oliver Middle School,1490049,SCI,           9,10,           0,0,           9,10,          44,48,          38,42,          91,100,474.0,,,6.0,2022
Lawrence - Parthum Middle School,1490027,ELA,         139,27,          12,2,         127,25,         223,43,         151,29,         513,99,485.6,58.3,         491,21.0,2022
Lawrence - Parthum Middle School,1490027,MATH,         107,21,           3,1,         104,20,         285,55,         122,24,         514,100,484.1,54.6,         492,23.0,2022
Lawrence - Parthum Middle School,1490027,SCI,          50,19,           5,2,          45,18,         121,47,          86,33,         257,99,480.8,,,14.0,2022
Lawrence - Robert Frost,1490018,ELA,          42,20,           1,0,          41,19,         108,50,          64,30,         214,100,482.4,47.6,          93,14.0,2022
Lawrence - Robert Frost,1490018,MATH,          59,28,           5,2,          54,25,         100,47,          55,26,         214,100,486.8,60.1,          95,29.0,2022
Lawrence - School for Exceptional Studies,1490537,ELA,           0,0,           0,0,           0,0,           7,16,          36,84,          43,98,466.0,,          17,1.0,2022
Lawrence - School for Exceptional Studies,1490537,MATH,           0,0,           0,0,           0,0,           7,17,          35,83,          42,96,462.4,,          17,1.0,2022
Lawrence - School for Exceptional Studies,1490537,SCI,           1,7,           0,0,           1,7,           0,0,          13,93,          14,100,466.0,,,,2022
Lawrence - South Lawrence East Elementary School,1490004,ELA,          78,21,           9,2,          69,18,         169,45,         126,34,         373,100,481.6,45.3,         234,12.0,2022
Lawrence - South Lawrence East Elementary School,1490004,MATH,          74,20,           6,2,          68,18,         163,44,         136,36,         373,100,480.1,49.6,         231,15.0,2022
Lawrence - South Lawrence East Elementary School,1490004,SCI,          31,24,           0,0,          31,24,          60,47,          36,28,         127,99,484.1,,,22.0,2022
Lawrence - Spark Academy,1490085,ELA,          97,24,          11,3,          86,21,         158,39,         149,37,         404,99,481.6,55.1,         378,12.0,2022
Lawrence - Spark Academy,1490085,MATH,          80,20,           5,1,          75,19,         207,51,         118,29,         405,99,482.6,58.8,         380,19.0,2022
Lawrence - Spark Academy,1490085,SCI,          40,27,           3,2,          37,25,          59,40,          50,34,         149,97,481.6,,,17.0,2022
Lawrence Family Development Charter (District) - Lawrence Family Development Charter School,4540205,ELA,         184,39,          22,5,         162,35,         219,47,          65,14,         468,100,494.3,49.6,         380,48.0,2022
Lawrence Family Development Charter (District) - Lawrence Family Development Charter School,4540205,MATH,         154,33,          18,4,         136,29,         264,56,          51,11,         469,100,492.8,63.1,         381,48.0,2022
Lawrence Family Development Charter (District) - Lawrence Family Development Charter School,4540205,SCI,          58,38,           4,3,          54,35,          76,50,          19,12,         153,100,494.0,,,45.0,2022
Learning First Charter Public School (District) - Learning First Charter Public School,4860105,ELA,          94,22,           5,1,          89,21,         236,55,         103,24,         433,98,485.0,54.6,         342,19.0,2022
Learning First Charter Public School (District) - Learning First Charter Public School,4860105,MATH,          68,15,           6,1,          62,14,         216,49,         155,35,         439,100,478.1,50.6,         344,11.0,2022
Learning First Charter Public School (District) - Learning First Charter Public School,4860105,SCI,          27,19,           0,0,          27,19,          71,50,          43,30,         141,100,480.9,,,15.0,2022
Lee - Lee Elementary,1500025,ELA,          70,37,           5,3,          65,34,          94,49,          26,14,         190,100,492.3,47.4,         134,40.0,2022
Lee - Lee Elementary,1500025,MATH,          45,24,           0,0,          45,24,         118,62,          27,14,         190,100,489.6,46.9,         134,38.0,2022
Lee - Lee Elementary,1500025,SCI,          13,32,           1,2,          12,29,          23,56,           5,12,          41,96,492.2,,,40.0,2022
Lee - Lee Middle/High School,1500505,ELA,          45,51,           9,10,          36,41,          32,36,          11,13,          88,98,500.2,66.2,          83,70.0,2022
Lee - Lee Middle/High School,1500505,MATH,          34,39,           7,8,          27,31,          46,52,           8,9,          88,98,495.8,63.1,          83,57.0,2022
Lee - Lee Middle/High School,1500505,SCI,          18,51,           2,6,          16,46,          16,46,           1,3,          35,95,501.8,,,70.0,2022
Leicester - Leicester Elementary,1510005,ELA,          74,36,           5,2,          69,33,         101,49,          32,15,         207,99,491.8,52.4,         105,38.0,2022
Leicester - Leicester Elementary,1510005,MATH,          68,33,           5,2,          63,30,         104,50,          35,17,         207,99,491.0,48.0,         105,42.0,2022
Leicester - Leicester Middle,1510015,ELA,         143,36,          13,3,         130,33,         173,44,          79,20,         395,99,490.9,51.3,         369,36.0,2022
Leicester - Leicester Middle,1510015,MATH,         120,31,           5,1,         115,29,         191,49,          80,20,         391,98,489.2,47.4,         365,37.0,2022
Leicester - Leicester Middle,1510015,SCI,          92,44,          12,6,          80,38,          99,47,          20,9,         211,98,496.6,,,53.0,2022
Lenox - Lenox Memorial High,1520505,ELA,          98,58,          20,12,          78,46,          59,35,          12,7,         169,100,503.2,51.1,         158,79.0,2022
Lenox - Lenox Memorial High,1520505,MATH,          95,56,          22,13,          73,43,          61,36,          13,8,         169,100,504.3,53.8,         158,82.0,2022
Lenox - Lenox Memorial High,1520505,SCI,          32,56,           1,2,          31,54,          21,37,           4,7,          57,100,503.3,,,74.0,2022
Lenox - Morris,1520015,ELA,          91,64,          12,8,          79,55,          46,32,           6,4,         143,100,506.7,58.3,          92,88.0,2022
Lenox - Morris,1520015,MATH,          84,59,          12,8,          72,50,          52,36,           7,5,         143,100,505.0,60.3,          92,83.0,2022
Lenox - Morris,1520015,SCI,          21,43,           0,0,          21,43,          22,45,           6,12,          49,100,498.0,,,57.0,2022
Leominster - Fall Brook,1530007,ELA,         148,53,          14,5,         134,48,         110,39,          21,8,         279,100,499.5,60.9,         182,68.0,2022
Leominster - Fall Brook,1530007,MATH,         161,58,          22,8,         139,50,         104,37,          14,5,         279,100,504.0,70.9,         183,81.0,2022
Leominster - Fall Brook,1530007,SCI,          46,53,           3,3,          43,49,          31,36,          10,11,          87,100,499.6,,,62.0,2022
Leominster - Frances Drake School,1530010,ELA,          66,27,           8,3,          58,23,         120,48,          63,25,         249,99,489.3,46.1,         157,31.0,2022
Leominster - Frances Drake School,1530010,MATH,          68,27,           7,3,          61,25,         116,47,          64,26,         248,99,489.1,54.2,         157,36.0,2022
Leominster - Frances Drake School,1530010,SCI,          27,29,           3,3,          24,26,          35,38,          30,33,          92,99,487.7,,,29.0,2022
Leominster - Johnny Appleseed,1530025,ELA,         149,45,          14,4,         135,41,         149,45,          32,10,         330,100,497.5,54.3,         203,61.0,2022
Leominster - Johnny Appleseed,1530025,MATH,         159,48,          19,6,         140,42,         133,40,          38,12,         330,100,498.8,59.0,         204,65.0,2022
Leominster - Johnny Appleseed,1530025,SCI,          46,41,           7,6,          39,35,          50,45,          15,14,         111,100,497.7,,,56.0,2022
Leominster - Northwest,1530030,ELA,          91,26,           1,0,          90,26,         187,53,          72,21,         350,99,486.3,44.0,         204,23.0,2022
Leominster - Northwest,1530030,MATH,          94,27,           4,1,          90,26,         164,47,          91,26,         349,99,483.5,51.3,         202,22.0,2022
Leominster - Northwest,1530030,SCI,          35,31,           3,3,          32,28,          52,46,          26,23,         113,99,488.6,,,31.0,2022
Leominster - Samoset School,1530045,ELA,         160,32,          13,3,         147,30,         222,45,         111,23,         493,100,489.1,47.1,         465,31.0,2022
Leominster - Samoset School,1530045,MATH,         134,27,           9,2,         125,25,         255,52,         104,21,         493,100,487.5,40.7,         466,32.0,2022
Leominster - Samoset School,1530045,SCI,          48,30,           3,2,          45,28,          78,49,          32,20,         158,99,489.3,,,33.0,2022
Leominster - Sky View Middle School,1530320,ELA,         273,33,          28,3,         245,30,         373,46,         169,21,         815,97,489.5,50.8,         766,32.0,2022
Leominster - Sky View Middle School,1530320,MATH,         254,31,          37,5,         217,27,         400,49,         162,20,         816,99,489.7,52.9,         771,38.0,2022
Leominster - Sky View Middle School,1530320,SCI,         111,40,          11,4,         100,36,         129,47,          37,13,         277,99,494.0,,,45.0,2022
Leverett - Leverett Elementary,1540005,ELA,          19,29,           2,3,          17,26,          38,58,           9,14,          66,92,491.2,33.1,          40,38.0,2022
Leverett - Leverett Elementary,1540005,MATH,          13,20,           2,3,          11,17,          40,62,          12,18,          65,89,486.9,38.6,          39,31.0,2022
Leverett - Leverett Elementary,1540005,SCI,           8,57,           0,0,           8,57,           3,21,           3,21,          14,74,493.2,,,42.0,2022
Lexington - Bowman,1550008,ELA,         182,75,          39,16,         143,59,          55,23,           5,2,         242,99,512.2,60.3,         161,97.0,2022
Lexington - Bowman,1550008,MATH,         196,80,          65,27,         131,54,          42,17,           6,2,         244,100,518.0,68.9,         162,99.0,2022
Lexington - Bowman,1550008,SCI,          68,82,          15,18,          53,64,          14,17,           1,1,          83,100,515.3,,,97.0,2022
Lexington - Bridge,1550006,ELA,         136,69,          29,15,         107,54,          50,25,          11,6,         197,100,509.8,64.0,         127,94.0,2022
Lexington - Bridge,1550006,MATH,         148,75,          54,27,          94,48,          36,18,          13,7,         197,100,513.2,59.1,         126,96.0,2022
Lexington - Bridge,1550006,SCI,          50,71,          15,21,          35,50,          16,23,           4,6,          70,99,511.0,,,91.0,2022
Lexington - Fiske,1550015,ELA,         116,62,          14,8,         102,55,          47,25,          23,12,         186,100,505.2,53.9,         114,85.0,2022
Lexington - Fiske,1550015,MATH,         133,72,          39,21,          94,51,          32,17,          21,11,         186,100,511.6,58.8,         114,94.0,2022
Lexington - Fiske,1550015,SCI,          40,68,          11,19,          29,49,          10,17,           9,15,          59,100,513.9,,,95.0,2022
Lexington - Harrington,1550030,ELA,         159,65,          38,16,         121,50,          74,30,          11,5,         244,99,508.8,63.7,         157,92.0,2022
Lexington - Harrington,1550030,MATH,         171,70,          54,22,         117,48,          53,22,          20,8,         244,99,512.6,67.2,         158,95.0,2022
Lexington - Harrington,1550030,SCI,          69,75,          19,21,          50,54,          21,23,           2,2,          92,99,513.8,,,95.0,2022
Lexington - Jonas Clarke Middle,1550305,ELA,         650,81,         250,31,         400,50,         119,15,          32,4,         801,99,517.2,65.4,         729,99.0,2022
Lexington - Jonas Clarke Middle,1550305,MATH,         637,80,         286,36,         351,44,         144,18,          16,2,         797,99,520.4,63.4,         725,99.0,2022
Lexington - Jonas Clarke Middle,1550305,SCI,         240,82,          80,27,         160,55,          45,15,           8,3,         293,99,517.1,,,98.0,2022
Lexington - Joseph Estabrook,1550010,ELA,         188,69,          36,13,         152,56,          75,28,           9,3,         272,100,508.5,58.6,         170,92.0,2022
Lexington - Joseph Estabrook,1550010,MATH,         204,76,          79,29,         125,46,          51,19,          15,6,         270,99,516.5,63.1,         169,98.0,2022
Lexington - Joseph Estabrook,1550010,SCI,          60,70,          18,21,          42,49,          20,23,           6,7,          86,99,511.3,,,91.0,2022
Lexington - Maria Hastings,1550035,ELA,         275,77,          65,18,         210,59,          75,21,           5,1,         355,100,512.9,66.1,         215,98.0,2022
Lexington - Maria Hastings,1550035,MATH,         282,80,         101,29,         181,51,          61,17,          11,3,         354,100,518.3,65.4,         216,99.0,2022
